pav,flow(veh/hr),speed(mph),density(veh/mile)
0.5,3240.0,75.2110284179,32.0881300341
0.5,2880.0,75.7091889888,23.5320017008
0.5,2880.0,73.0401666891,31.0583540795
0.5,3240.0,73.802328191,29.8451445371
0.5,2880.0,74.2471768743,28.0148802737
0.5,2880.0,72.7375774652,32.452044809
0.5,2880.0,68.9531378873,35.21317323
0.5,3240.0,74.9744567838,27.2114678685
0.5,2880.0,73.6322094976,27.4598406008
0.5,2880.0,75.6058840978,23.6026963602
0.5,3240.0,72.0234169169,32.8805132576
0.5,2880.0,76.7431412341,22.9720293894
0.5,2880.0,75.4635086977,22.9788844336
0.5,3240.0,70.9017164634,34.3061644133
0.5,2880.0,71.9011363328,30.3349750052
0.5,2880.0,77.4336443269,20.4891696941
0.5,2880.0,76.7435352773,21.8314423761
0.5,3240.0,75.5586444096,26.2481270057
0.5,2880.0,73.6325383621,26.8150723365
0.5,2880.0,72.7481239165,29.5125710423
0.5,3240.0,74.5286330753,29.6850291927
0.5,2880.0,67.1395411641,35.3323650586
0.5,2880.0,70.5996003479,31.9718151708
0.5,3240.0,69.4412924889,37.5812795784
0.5,2880.0,72.2355545873,30.0052600049
0.5,2880.0,68.8713725248,32.80852973
0.5,2880.0,70.2566493035,33.6140126346
0.5,3240.0,76.5434517778,26.089235614
0.5,2880.0,74.8157907061,26.1403177441
0.5,2880.0,76.0602063556,23.9988074781
0.5,3240.0,71.3616046109,34.1848359815
0.5,2880.0,67.4636960943,38.1247396989
0.5,2880.0,72.8823584613,28.1816483028
0.470588235294,3060.0,68.2325740476,35.8666146759
0.5,3240.0,64.9586059887,45.0329718184
0.5,2880.0,74.1081286474,26.907577648
0.5,2880.0,75.7658077965,22.3675479269
0.5,3240.0,68.7707978691,35.6674459262
0.5,2880.0,62.1258616097,35.6679286278
0.5,2880.0,53.2038816923,35.938342663
0.5,2880.0,40.2573745939,56.9722215558
0.538461538462,2340.0,20.7083637255,138.525142973
0.647058823529,3060.0,20.8899344008,160.987715525
0.478260869565,4140.0,46.545140535,75.2202549104
0.526315789474,3420.0,62.7380693162,53.3050400693
0.529411764706,3060.0,68.4853560366,41.290868314
0.4,3600.0,71.9189462574,40.1275835999
0.52380952381,3780.0,72.9210530023,47.1520011186
0.619047619048,3780.0,75.0022342085,41.5103808898
0.619047619048,3780.0,69.0458615023,44.806468243
0.571428571429,3780.0,73.0383545786,50.7731939442
0.619047619048,3780.0,71.387661716,49.4799145113
0.653846153846,4680.0,74.4000991454,59.1928150703
0.631578947368,3420.0,76.7532117543,35.396982824
0.619047619048,3780.0,68.6742343985,53.416277484
0.578947368421,3420.0,70.3875265419,45.2413693073
0.555555555556,3240.0,74.6049298357,33.8999107287
0.571428571429,3780.0,67.6217194121,49.3715141629
0.695652173913,4140.0,69.3161646116,58.9468335429
0.6,3600.0,62.3162637073,54.1661618871
0.590909090909,3960.0,64.3160586275,57.9124424154
0.6,3600.0,64.0855200139,52.7623667155
0.619047619048,3780.0,75.166410243,42.0449522915
0.6,3600.0,67.6042078091,49.990780305
0.526315789474,3420.0,66.3133066503,44.0149698446
0.636363636364,3960.0,68.7448904902,55.0915741324
0.526315789474,3420.0,69.8134875004,37.5816664643
0.68,4500.0,66.9982373023,66.5769689649
0.636363636364,3960.0,61.3419678948,65.6631805858
0.470588235294,3060.0,63.5870338147,38.0686709634
0.473684210526,3420.0,62.8608881479,47.9116482542
0.473684210526,3420.0,59.1793988532,54.251135623
0.3125,2880.0,62.7120851991,36.5171881137
0.4,3600.0,57.0744682015,54.4442944417
0.421052631579,3420.0,64.153572883,45.1863301365
0.263157894737,3420.0,64.0333054756,40.3643236161
0.375,2880.0,62.0734582233,38.7924075794
0.277777777778,3240.0,61.803550523,38.9798374608
0.555555555556,3240.0,71.0265592419,39.5149281762
0.368421052632,3420.0,64.3048809801,46.8966856197
0.235294117647,3060.0,65.339864997,34.2259063379
0.47619047619,3780.0,66.50707562,46.1162478367
0.444444444444,3240.0,63.2553179441,44.5553695896
0.1875,2880.0,67.9490294974,41.2149362438
0.52380952381,3780.0,63.4174248132,57.6769562554
0.5,3600.0,63.8568221202,55.1349273975
0.277777777778,3240.0,65.2797713716,41.0215495369
0.35,3600.0,67.2336241989,46.7419065225
0.555555555556,3240.0,67.1233780101,40.9555834763
0.5,3240.0,68.8668621779,42.758237388
0.6,3600.0,73.6606059807,43.5410996032
0.45,3600.0,66.6896646775,48.3020335637
0.5,3240.0,69.9187012937,40.5480584561
0.590909090909,3960.0,69.3636819425,52.8116836186
0.55,3600.0,69.1515839396,47.0075551641
0.526315789474,3420.0,71.689531234,44.0468849387
0.526315789474,3420.0,76.0347140085,36.4604905812
0.590909090909,3960.0,71.2877130982,50.3935949391
0.4,3600.0,71.0338318926,38.5345083877
0.590909090909,3960.0,73.3480671847,49.613596532
0.590909090909,3960.0,74.2671587575,47.2133096016
0.473684210526,3420.0,72.3038900837,42.5264717249
0.421052631579,3420.0,68.7778510431,44.7686052987
0.473684210526,3420.0,68.8406175104,44.5557650614
0.636363636364,3960.0,65.2908790736,54.680934042
0.444444444444,3240.0,67.5880624598,46.9217560694
0.45,3600.0,67.6597455462,47.6543070916
0.444444444444,3240.0,72.4893406449,36.6287865249
0.368421052632,3420.0,70.5409547008,40.4892449573
0.444444444444,3240.0,74.8174249552,37.0242195489
0.47619047619,3780.0,68.6053891625,49.3190795846
0.4,3600.0,68.3565999824,43.9284308412
0.5,3240.0,68.7901755833,45.2637136808
0.3,3600.0,64.0182057032,48.1510537539
0.5,3600.0,70.250668817,46.8879913778
0.470588235294,3060.0,68.6945373226,43.577876121
0.315789473684,3420.0,70.8985702794,44.9596579006
0.526315789474,3420.0,70.2816715964,45.7144770175
0.470588235294,3060.0,68.6034514531,41.7250029891
0.565217391304,4140.0,69.6419295588,54.5808684149
0.470588235294,3060.0,73.6539921195,37.6754684832
0.571428571429,3780.0,69.3113693949,53.3608381089
0.470588235294,3060.0,66.6635213378,44.0409837579
0.545454545455,3960.0,75.6601531169,44.2037112016
0.421052631579,3420.0,70.6323254592,44.5865656004
0.473684210526,3420.0,72.3630548881,40.3853103179
0.47619047619,3780.0,65.5334439091,51.0100321243
0.590909090909,3960.0,72.985385092,55.9257471965
0.526315789474,3420.0,67.9858572512,49.3629853295
0.444444444444,3240.0,69.6636694444,40.669739932
0.473684210526,3420.0,73.1516179756,41.8116205647
0.411764705882,3060.0,73.6882582013,28.7570294429
0.636363636364,3960.0,74.0975101816,50.3827274266
0.375,2880.0,70.646070965,35.3625164154
0.55,3600.0,68.4660976735,46.8667691942
0.608695652174,4140.0,72.5309973814,53.2463415754
0.375,2880.0,66.5046993231,41.6424200116
0.52380952381,3780.0,72.0443177714,50.1359160119
0.5,3240.0,71.5272035891,41.4949228117
0.5,3600.0,71.4910913522,42.9572190221
0.526315789474,3420.0,74.4186176364,44.7918322875
0.421052631579,3420.0,70.2144170648,49.3036799063
0.473684210526,3420.0,73.3665487127,42.8946024693
0.368421052632,3420.0,65.2998565725,48.8209536273
0.571428571429,3780.0,73.4514276218,46.4090129676
0.473684210526,3420.0,69.4204794626,46.3039886593
0.473684210526,3420.0,67.4580407508,43.5648361997
0.47619047619,3780.0,63.4318559918,58.7875052511
0.473684210526,3420.0,69.9924428501,43.2398516896
0.571428571429,3780.0,72.8375846183,48.9176309033
0.368421052632,3420.0,68.5381001832,46.2828071099
0.421052631579,3420.0,68.6180245785,46.4477523944
0.5,3240.0,57.7042847818,50.8059482979
0.45,3600.0,66.7193890851,50.0259629589
0.6,3600.0,74.5172071813,44.1293293558
0.444444444444,3240.0,67.4096747342,43.6965896421
0.6,3600.0,71.4321205108,45.9140496625
0.590909090909,3960.0,71.697377713,51.0216473555
0.526315789474,3420.0,67.8653206715,51.2754260657
0.368421052632,3420.0,69.8690658125,37.3725743699
0.4,3600.0,71.8943652443,42.5150130747
0.5,3240.0,72.771942831,41.8792946972
0.52380952381,3780.0,73.5528677696,49.8221801327
0.5,3600.0,70.5995146276,43.8372636357
0.578947368421,3420.0,70.599199385,39.9216756052
0.5,3240.0,75.4743835123,34.1015156058
0.409090909091,3960.0,73.6507020155,45.8868327909
0.388888888889,3240.0,69.843048161,44.8054490671
0.526315789474,3420.0,68.0781786112,46.7638844254
0.5,3600.0,72.4386291451,43.7098189092
0.583333333333,4320.0,71.6272234629,59.5833791558
0.411764705882,3060.0,69.3599889646,40.3119921203
0.45,3600.0,71.2014450687,49.2108493968
0.521739130435,4140.0,70.595341341,55.3630677916
0.388888888889,3240.0,76.5707268064,37.2693662391
0.444444444444,3240.0,69.1570266544,42.2652252396
0.583333333333,4320.0,74.7993855265,50.9002473801
0.352941176471,3060.0,71.8178843968,28.8635954175
0.52380952381,3780.0,72.2696958661,47.7644534001
0.470588235294,3060.0,71.2826852522,37.1181385465
0.5,3240.0,72.1078674746,37.8479644037
0.5,3240.0,74.3435792043,30.0601989479
0.5,2880.0,74.4945666152,30.0730704899
0.5,2880.0,67.9408989924,34.1190302574
0.5,3240.0,67.8883581566,39.556688899
0.5,2880.0,72.2583784235,32.5428006098
0.5,2880.0,72.5983682181,26.1324695752
0.5,3240.0,74.6864882258,28.4512516946
0.5,2880.0,72.9202703135,29.0223239236
0.5,2880.0,71.0512256434,32.9518550114
0.5,2880.0,75.4488886415,23.2660916597
0.5,3240.0,72.0953614639,36.4079892615
0.5,2880.0,72.2999325392,30.8889829397
0.5,2880.0,74.6573315487,27.5015919744
0.5,3240.0,73.6187039625,29.6540043322
0.5,2880.0,76.0472745949,22.9292737628
0.5,2880.0,74.200995403,29.4751609076
0.5,3240.0,68.415306572,36.4636182764
0.5,2880.0,75.0758720833,26.0121033412
0.5,2880.0,74.2457890957,27.8476056833
0.5,2880.0,71.4600566811,30.8642375136
0.5,3240.0,71.3946393065,39.7636895675
0.5,2880.0,71.0057479109,31.6335553906
0.5,2880.0,76.2708287047,23.7616967029
0.470588235294,3060.0,66.0459148538,39.5918767545
0.529411764706,3060.0,70.6948933718,37.5052575159
0.5,2880.0,74.3615883034,29.2315698901
0.5,3240.0,74.2531103122,28.3478220603
0.5,2880.0,74.1580294489,30.4103389163
0.5,2880.0,72.0096725571,31.3461796361
0.5,2880.0,71.6158683306,27.4931324161
0.5,3240.0,74.2782371925,28.7944031642
0.5,2880.0,73.5438431861,27.6016995868
0.5,2880.0,71.2151071688,29.9321253137
0.5,3240.0,73.9131847231,31.9729770825
0.5,2880.0,75.820065263,23.7574233011
0.5,2880.0,74.5090998428,24.58913599
0.5,3240.0,67.4982718878,38.6670370125
0.5,2880.0,74.7667015713,28.3367699334
0.5,2880.0,75.5610524379,25.0605124666
0.5,2880.0,71.9741667339,31.6698440323
0.5,3240.0,74.3051316584,29.1930646054
0.5,2880.0,71.3181971868,30.1340018392
0.5,2880.0,70.9019825075,32.7596937427
0.5,3240.0,75.8748669767,25.8486042897
0.5,2880.0,73.2864349992,29.529871232
0.5,2880.0,73.1659010369,29.542202632
0.5,3240.0,75.0911822536,27.659455225
0.5,2880.0,75.7646886062,23.8445213957
0.5,2880.0,69.5196885547,32.5628824494
0.470588235294,3060.0,77.6626089509,23.3295103811
0.529411764706,3060.0,74.2424453531,30.2681747721
0.5,2880.0,73.7038580457,29.8059280618
0.5,2880.0,72.0346526315,34.5469194891
0.5,3240.0,75.730778877,25.7626499973
0.5,2880.0,74.7052369364,25.8215101215
0.5,2880.0,73.9255701435,28.6155263368
0.529411764706,3060.0,66.7977643211,44.631857651
0.470588235294,3060.0,70.7576756724,33.2302766431
0.5,2880.0,74.1586190367,26.0920650858
0.5,2880.0,65.7664141681,38.0628596052
0.5,3240.0,74.9100260262,26.8366381699
0.5,2880.0,69.5252884443,32.603018976
0.5,2880.0,74.908124554,26.2966174337
0.473684210526,3420.0,39.1108253517,73.2759479688
0.5,2160.0,19.7168658114,152.913268804
0.6,900.0,4.78718281975,188.050909308
0.6,900.0,2.98764152212,190.640168053
0.52,4500.0,26.6420547707,123.96808375
0.52,4500.0,40.4924276837,103.510032749
0.51724137931,5220.0,40.8912997747,110.767400466
0.5,4680.0,40.3962000591,84.4921209151
0.416666666667,4320.0,30.5940094016,122.846433522
0.5,3960.0,16.3405827487,157.205890977
0.545454545455,1980.0,4.23983522582,188.324807054
0.583333333333,2160.0,4.14415412954,189.258804783
0.181818181818,1980.0,4.18100047474,189.74702145
0.583333333333,2160.0,4.13686951558,189.090591252
0.583333333333,2160.0,4.24843986765,188.392453576
0.416666666667,2160.0,4.63396187814,190.122762791
0.428571428571,2520.0,4.94760929034,191.554807779
0.714285714286,2520.0,5.17709828373,188.277197431
0.6,2700.0,5.2188701281,187.425080611
0.538461538462,2340.0,5.18516270781,187.970502242
0.307692307692,2340.0,5.18145605908,190.27604938
0.357142857143,2520.0,5.23364280984,190.217010705
0.538461538462,2340.0,5.33323282608,187.840776972
0.533333333333,2700.0,5.50014767133,188.429470036
0.6875,2880.0,5.8808157863,189.573020929
0.4,2700.0,6.26356620518,189.445736193
0.375,2880.0,6.56771284258,192.243366829
0.529411764706,3060.0,6.78873969685,187.299599287
0.647058823529,3060.0,6.84588462115,188.967453581
0.4375,2880.0,6.75505724423,189.038271226
0.529411764706,3060.0,6.65578933715,190.181805768
0.3125,2880.0,6.66966949525,189.219164627
0.5,2880.0,6.82794818215,188.214808823
0.631578947368,3420.0,7.09325921882,189.894853395
0.470588235294,3060.0,7.35947426023,189.719823655
0.444444444444,3240.0,7.59609951054,187.342795565
0.809523809524,3780.0,7.67668043592,189.542854304
0.0666666666667,2700.0,7.80052196712,191.951027994
0.578947368421,3420.0,7.81513082538,188.895589986
0.388888888889,3240.0,7.92072033348,189.769848365
0.666666666667,3780.0,8.01878069072,189.913687497
0.526315789474,3420.0,8.23252907607,188.596810573
0.6,3600.0,8.37919860344,189.754132731
0.235294117647,3060.0,8.61997047898,189.428683925
0.52380952381,3780.0,8.76847890311,187.972707458
0.666666666667,3780.0,8.93178629223,190.312241206
0.5,3600.0,8.92156942919,189.659506779
0.5,3600.0,8.89476969577,189.27243734
0.6,3600.0,8.90201493074,186.222739856
0.4,3600.0,9.03479161182,189.274199687
0.833333333333,4320.0,9.2205570241,188.588229299
0.739130434783,4140.0,9.44330529643,189.540790111
0.52380952381,3780.0,9.56393530879,189.3606407
0.636363636364,3960.0,9.63341439422,187.938445653
0.545454545455,3960.0,9.80279177169,188.274440425
0.47619047619,3780.0,10.0163299667,189.663543131
0.565217391304,4140.0,10.2271253869,184.897871294
0.652173913043,4140.0,10.3824012583,190.609023823
0.583333333333,4320.0,10.5699069216,188.338990947
0.708333333333,4320.0,10.7864633909,186.155250819
0.409090909091,3960.0,10.8829024974,184.889180787
0.625,4320.0,11.1637435358,188.692674257
