did,oid,eid,sid,ent,countveh,countveh_D,flow,flow_D,speed,speed_D,occupancy,occupancy_D,density,density_D,headway,headway_D
692,429,,0,1,19.0,-1.0,3420.0,-1.0,112.76915944172086,-1.0,23.05695173587813,-1.0,27.003552524587036,-1.0,1.0324079090672693,-1.0
692,430,,0,1,19.0,-1.0,3420.0,-1.0,101.3819078992576,-1.0,27.467259039061844,-1.0,32.35548899917686,-1.0,1.0028237902199861,-1.0
692,431,,0,1,23.0,-1.0,4140.0,-1.0,101.25494370421794,-1.0,33.86530359868984,-1.0,39.81650181231983,-1.0,0.8329942824510155,-1.0
692,432,,0,1,7.0,-1.0,1260.0,-1.0,5.643313461631156,-1.0,99.9999999999998,-1.0,119.45600529994046,-1.0,3.1506581649302343,-1.0
692,429,,1,1,13.0,-1.0,2340.0,-1.0,111.58831749151832,-1.0,15.56466114313022,-1.0,18.190979997362117,-1.0,1.4566674370587354,-1.0
692,430,,1,1,12.0,-1.0,2160.0,-1.0,97.51889009866954,-1.0,19.113477735821,-1.0,22.531724515256613,-1.0,1.6409843839963416,-1.0
692,431,,1,1,18.0,-1.0,3240.0,-1.0,102.06091596415445,-1.0,26.994432934568724,-1.0,31.732665125868927,-1.0,1.0779926008189609,-1.0
692,432,,1,1,6.0,-1.0,1080.0,-1.0,6.430943362430298,-1.0,99.9999999999998,-1.0,119.7629186386483,-1.0,3.3014082355013334,-1.0
692,429,,2,1,6.0,-1.0,1080.0,-1.0,115.3276503338262,-1.0,8.01860669090483,-1.0,9.433654930476271,-1.0,3.205793689230461,-1.0
692,430,,2,1,7.0,-1.0,1260.0,-1.0,108.00422412883714,-1.0,9.93828602832181,-1.0,11.692101209790366,-1.0,2.858084472594277,-1.0
692,431,,2,1,5.0,-1.0,900.0,-1.0,98.35344356844654,-1.0,7.79641169934335,-1.0,9.172249058051,-1.0,4.386552242731188,-1.0
692,432,,2,1,1.0,-1.0,180.0,-1.0,0.9175340568363026,-1.0,15.222685443160675,-1.0,17.909041697836088,-1.0,-1.0,-1.0
692,429,,0,2,18.0,-1.0,3240.0,-1.0,115.08870615018755,-1.0,21.205318614585455,-1.0,24.90343502913238,-1.0,1.0809729242973918,-1.0
692,430,,0,2,18.0,-1.0,3240.0,-1.0,110.40410205507125,-1.0,24.162502374707014,-1.0,28.02593488843184,-1.0,1.050743806648943,-1.0
692,431,,0,2,21.0,-1.0,3780.0,-1.0,104.08793153886836,-1.0,29.57938422220084,-1.0,34.351348803825076,-1.0,0.8942727753877551,-1.0
692,432,,0,2,2.0,-1.0,360.0,-1.0,0.956766426037575,-1.0,99.9999999999998,-1.0,119.79659266065192,-1.0,4.059003675284276,-1.0
692,429,,1,2,11.0,-1.0,1980.0,-1.0,112.10370738757098,-1.0,12.69112643898985,-1.0,14.887695502075518,-1.0,1.8049233571861951,-1.0
692,430,,1,2,13.0,-1.0,2340.0,-1.0,112.95827410881941,-1.0,16.770871844564926,-1.0,19.347577547721865,-1.0,1.437684381979109,-1.0
692,431,,1,2,15.0,-1.0,2700.0,-1.0,103.62465180573236,-1.0,20.74301612689323,-1.0,23.966038870604468,-1.0,1.2775325362682215,-1.0
692,432,,1,2,2.0,-1.0,360.0,-1.0,0.956766426037575,-1.0,99.9999999999998,-1.0,119.79659266065192,-1.0,4.059003675284276,-1.0
692,429,,2,2,7.0,-1.0,1260.0,-1.0,119.77941849144213,-1.0,8.994254386533376,-1.0,10.581475748862795,-1.0,2.9204464240548718,-1.0
692,430,,2,2,5.0,-1.0,900.0,-1.0,103.763254715326,-1.0,7.391630530142086,-1.0,8.696035917814218,-1.0,4.26398305047026,-1.0
692,431,,2,2,6.0,-1.0,1080.0,-1.0,105.24613087170837,-1.0,8.83636809530761,-1.0,10.395727170950128,-1.0,2.9795888785078355,-1.0
692,432,,2,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,99.9999999999998,-1.0,0.0,-1.0,-1.0,-1.0
