pav,flow(veh/hr),speed(mph),density(veh/mile)
0.0118072289157,2766.66666667,56.6570175977,59.9358629429
0.0,3240.0,73.5437121195,26.5825615021
0.0,2880.0,69.1638628159,31.9636457521
0.0,2160.0,5.28818787766,190.773663873
0.0833333333333,2160.0,5.37858918334,190.030384172
0.0,2340.0,5.51936518978,190.423212385
0.0,2160.0,5.70480897293,187.515251301
0.0,2520.0,5.91024540621,188.864476661
0.0,2340.0,6.11414514697,189.421846912
0.0,2520.0,6.26291332351,191.105347002
0.0,2520.0,6.37505661941,194.541414174
0.0,2340.0,6.46584766066,187.810421588
0.142857142857,2520.0,6.52541281002,189.090111936
0.0,2880.0,68.568650047,33.2668153362
0.0,2520.0,6.60073010427,192.930625778
0.0,2520.0,6.70660577291,187.767625415
0.0,2520.0,6.85029672341,186.062862818
0.0,2520.0,7.01585675424,188.090007917
0.0625,2880.0,7.18746638755,191.382107319
0.0,2520.0,7.33801042117,188.0407227
0.0,2520.0,7.46267821651,187.765343229
0.0,2700.0,7.59283711897,189.904386586
0.0,2880.0,7.70873271074,186.577487475
0.0714285714286,2520.0,7.844253111,187.6310536
0.0,2880.0,72.3440467385,26.1693483404
0.0,2880.0,7.99838461495,187.929213623
0.0,2880.0,8.2114116397,188.486943511
0.0,2700.0,8.43917101206,186.099995204
0.0625,2880.0,8.72989166197,186.398681609
0.0,2880.0,9.29050717134,185.525396021
0.0,2880.0,10.2269668116,173.898118326
0.0,2880.0,11.0490108262,171.281593752
0.0,2880.0,12.6257298744,186.882898495
0.111111111111,3240.0,14.7937557477,174.253852851
0.0,2880.0,16.2551468528,142.945240723
0.0,2880.0,72.8462124815,21.8751369956
0.0,2880.0,17.709786048,152.518793099
0.0,3060.0,20.0170222712,145.4398138
0.0,2880.0,22.1109574338,134.153462519
0.0625,2880.0,23.7703476198,105.200664929
0.0,3060.0,25.2076480295,66.439710211
0.0588235294118,3060.0,26.7733052416,96.9944334386
0.0,3060.0,28.701226897,105.284526287
0.0,2880.0,30.0859310737,104.264540581
0.0625,2880.0,32.2427180852,87.5341763166
0.0,2880.0,35.3833000298,49.4392668837
