pav,flow(veh/hr),speed(mph),density(veh/mile)
0.99955654102,3006.66666667,72.4352444151,86.3163040734
1.0,6120.0,77.0136730889,79.4664084251
1.0,6300.0,76.6639019148,81.230862467
1.0,6480.0,77.0136730889,82.6143375734
1.0,6300.0,77.0136730889,83.7802578356
1.0,6300.0,77.0136730889,80.5903363603
1.0,6120.0,77.0136730889,80.6797277966
1.0,6120.0,77.0136730889,79.4664084251
1.0,6480.0,77.0136730889,84.1409030384
1.0,6480.0,77.0136730889,84.1409030384
1.0,6120.0,77.0136730889,79.4664084251
1.0,6120.0,77.0136730889,79.4664084251
1.0,6480.0,77.0136730889,84.1409030384
1.0,6300.0,77.0136730889,79.827075641
1.0,6120.0,77.0136730889,81.4430105294
1.0,6120.0,77.0136730889,79.4664084251
1.0,6120.0,77.0136730889,79.4664084251
1.0,6480.0,77.0136730889,83.6908663989
1.0,5940.0,75.5926738109,77.1755680958
1.0,5940.0,77.0136730889,79.1057632229
1.0,5940.0,77.0136730889,75.9158417464
1.0,6120.0,77.0136730889,80.6797277972
0.970588235294,6120.0,71.4132139302,74.8750987278
1.0,6120.0,77.0136730889,79.9164671241
1.0,5940.0,77.0136730889,77.1291611185
1.0,5760.0,77.0136730889,73.5785944396
1.0,5940.0,77.0136730889,78.342501588
1.0,6300.0,77.0136730889,81.3536404639
1.0,6300.0,77.0136730889,82.2536923717
1.0,6120.0,76.7868762625,79.506589456
1.0,5940.0,77.0136730889,77.1291819866
1.0,5580.0,76.0537809862,73.5723961281
1.0,6480.0,77.0136730889,83.6908663983
1.0,6120.0,77.0136730889,77.9398429602
1.0,5940.0,76.3452392067,79.3738993366
1.0,6120.0,76.2134614392,79.1931152552
1.0,6120.0,77.0136730889,80.6797277978
1.0,900.0,3.23521691064,189.294117647
1.0,1260.0,3.98522787953,189.294117647
1.0,1080.0,3.71514400583,189.294117647
1.0,3420.0,23.6808021698,146.954235313
1.0,6660.0,64.7340111319,94.8049283494
1.0,6120.0,77.0136730889,80.6797277953
1.0,6480.0,77.0136730889,83.6908664005
1.0,6300.0,76.7282224194,80.1403424991
1.0,5940.0,77.0136730889,79.1057839506
1.0,5940.0,77.0136730889,77.1291611185
1.0,6300.0,77.0136730889,81.8036557318
1.0,5760.0,77.0136730889,74.7919345412
1.0,6300.0,76.1265814252,81.0098343001
1.0,6120.0,77.0136730889,81.4430105281
1.0,6300.0,77.0136730889,80.5903363611
1.0,6120.0,77.0136730889,80.6797277958
1.0,6480.0,77.0136730889,83.6908664001
1.0,6300.0,77.0136730889,82.25369237
1.0,6300.0,77.0136730889,81.8036557318
1.0,5940.0,77.0136730889,75.915862477
1.0,5940.0,77.0136730889,78.3424804893
1.0,6480.0,77.0136730889,84.1409030384
1.0,6120.0,77.0136730889,77.4898063217
1.0,5940.0,77.0136730889,79.1057855561
1.0,6300.0,77.0136730889,80.5903363607
1.0,5940.0,77.0136730889,78.3425014035
1.0,6300.0,76.3336552549,82.1314914143
1.0,6480.0,77.0136730889,82.6143375734
1.0,5940.0,77.0136730889,79.1057839514
1.0,6120.0,77.0136730889,79.4664084251
0.977896613191,3740.0,56.8067709597,104.975838563
1.0,6300.0,17.5298175081,189.294117647
1.0,6120.0,18.3904818321,189.294117647
