timestamps(s), speed (mph), count
20.0,63.7026604585,14.0
40.0,70.5898397624,18.0
60.0,67.1621133587,16.0
80.0,72.7451528483,17.0
100.0,68.9141134218,16.0
120.0,71.2437483916,18.0
140.0,70.072850363,16.0
160.0,68.070865184,16.0
180.0,63.4982582233,19.0
200.0,69.7215872246,17.0
220.0,70.1081760284,17.0
240.0,70.3206215924,16.0
260.0,67.0631410046,16.0
280.0,73.4141954426,17.0
300.0,68.2806334706,18.0
320.0,73.4029255396,16.0
340.0,71.072794056,18.0
360.0,67.9671594388,16.0
380.0,72.9950665072,17.0
400.0,70.7205831312,16.0
420.0,72.9383644832,17.0
440.0,68.3031262553,16.0
460.0,70.8155562233,17.0
480.0,75.4621298553,17.0
500.0,72.5474407735,16.0
520.0,71.0744196621,18.0
540.0,71.8823393172,16.0
560.0,73.5000751624,17.0
580.0,71.5045835953,16.0
600.0,70.9119922269,17.0
620.0,68.988652546,18.0
640.0,68.9556678269,17.0
660.0,69.6171373204,17.0
680.0,70.1455361231,18.0
700.0,71.3645642381,18.0
720.0,70.5702049011,18.0
740.0,64.1304791919,16.0
760.0,66.8539263632,17.0
780.0,72.7491838348,19.0
800.0,70.8274291594,19.0
820.0,68.6223534086,16.0
840.0,70.7720886227,18.0
860.0,72.2042220136,19.0
880.0,72.3538381406,20.0
900.0,70.1261888493,17.0
920.0,69.5636461716,17.0
940.0,67.1336064431,18.0
960.0,67.6605906853,18.0
980.0,72.3409655476,17.0
1000.0,61.7131752114,18.0
1020.0,65.0353290377,17.0
1040.0,70.0697927201,15.0
1060.0,71.8914856456,18.0
1080.0,70.8325448591,16.0
1100.0,68.4470211535,17.0
1120.0,62.6603312471,18.0
1140.0,65.8924153746,15.0
1160.0,69.4253479152,18.0
1180.0,70.4536837573,17.0
1200.0,65.7824355996,16.0
1220.0,61.6058044201,17.0
1240.0,68.2146936906,18.0
1260.0,66.3120305797,17.0
1280.0,67.7705909033,17.0
1300.0,69.7660287334,19.0
1320.0,68.7999811306,19.0
1340.0,71.5965014137,19.0
1360.0,66.5640621725,17.0
1380.0,74.1929700872,18.0
1400.0,74.6115424189,17.0
1420.0,70.5057448995,19.0
1440.0,74.1751607507,19.0
1460.0,67.0408903711,17.0
1480.0,64.8961158549,18.0
1500.0,68.7986663489,18.0
1520.0,65.8367694164,19.0
1540.0,70.9671785349,18.0
1560.0,73.8645262412,18.0
1580.0,65.4595175508,18.0
1600.0,71.6990418087,19.0
1620.0,68.2713701902,18.0
1640.0,72.3095768817,19.0
1660.0,67.9700333972,17.0
1680.0,62.5983544991,17.0
1700.0,64.1857371908,18.0
1720.0,66.8626954573,18.0
1740.0,61.4578445682,18.0
1760.0,72.5708430502,18.0
1780.0,73.6489272722,16.0
1800.0,70.8999364559,18.0
1820.0,70.3600536897,17.0
1840.0,60.1391475497,16.0
1860.0,72.5995873273,18.0
1880.0,60.5226714986,17.0
1900.0,68.4283057769,17.0
1920.0,67.5665132742,17.0
1940.0,68.3347340278,17.0
1960.0,66.6965040694,17.0
1980.0,67.6641403984,18.0
2000.0,71.9990395399,17.0
2020.0,70.2542798086,19.0
2040.0,72.500550612,17.0
2060.0,70.733564594,18.0
2080.0,67.7853711158,16.0
2100.0,62.6583150732,19.0
2120.0,70.9614172466,17.0
2140.0,67.8482247989,18.0
2160.0,70.1857467561,19.0
2180.0,67.3424149069,17.0
2200.0,63.2475642024,19.0
2220.0,69.3630573057,18.0
2240.0,71.0336523801,19.0
2260.0,68.1317900186,19.0
2280.0,67.7211177684,19.0
2300.0,69.8841126785,17.0
2320.0,67.4543606308,17.0
2340.0,66.5312803298,18.0
2360.0,64.7679032629,18.0
2380.0,69.9943891787,18.0
2400.0,70.4545510432,17.0
2420.0,64.2289624341,17.0
2440.0,67.5621977206,19.0
2460.0,68.623144348,18.0
2480.0,71.4323460189,19.0
2500.0,67.5482751983,16.0
2520.0,70.4884004158,17.0
2540.0,66.8532470412,19.0
2560.0,73.123524376,17.0
2580.0,67.3514884741,19.0
2600.0,70.8816717947,18.0
2620.0,71.9595297497,20.0
2640.0,67.6701751276,20.0
2660.0,70.4416415996,17.0
2680.0,67.9687106453,19.0
2700.0,67.6775836327,17.0
2720.0,70.0726748747,18.0
2740.0,64.812292567,17.0
2760.0,73.7633187219,17.0
2780.0,65.0471834608,17.0
2800.0,66.3979617548,16.0
2820.0,68.2128088478,17.0
2840.0,67.0574653472,19.0
2860.0,67.4340999115,19.0
2880.0,63.9528050505,18.0
2900.0,67.6099872356,16.0
