timestamps(s), speed (mph), count
20.0,71.4290030683,15.0
40.0,75.1995052395,18.0
60.0,71.987043152,16.0
80.0,76.1445547819,18.0
100.0,69.0182162563,15.0
120.0,63.3323153074,16.0
140.0,68.1134078454,17.0
160.0,73.4251004517,16.0
180.0,72.8144553754,18.0
200.0,71.8067721681,16.0
220.0,71.9653860098,18.0
240.0,72.7022348932,16.0
260.0,70.9301356176,18.0
280.0,71.4339294914,15.0
300.0,73.483593274,18.0
320.0,70.1017542994,16.0
340.0,70.489722129,18.0
360.0,72.9905506629,16.0
380.0,66.3673010526,16.0
400.0,66.2106818113,17.0
420.0,70.8917667031,16.0
440.0,73.7716010049,18.0
460.0,69.0842918147,16.0
480.0,69.9300167459,17.0
500.0,72.8734406292,16.0
520.0,67.2949268208,18.0
540.0,70.2211716097,15.0
560.0,71.4678930805,17.0
580.0,70.621230839,16.0
600.0,70.3828813606,18.0
620.0,73.0036372467,16.0
640.0,69.9677944927,17.0
660.0,71.1809495704,16.0
680.0,70.5265733703,18.0
700.0,73.1296377089,16.0
720.0,69.5638519158,17.0
740.0,69.1646421642,16.0
760.0,70.1523993778,16.0
780.0,72.1721765979,18.0
800.0,73.5226605259,16.0
820.0,72.6765173164,18.0
840.0,67.3734453833,16.0
860.0,63.7651749518,15.0
880.0,73.0644714381,18.0
900.0,72.5735895097,16.0
920.0,69.6762025859,18.0
940.0,69.3187586526,16.0
960.0,72.6289441361,18.0
980.0,71.0219018154,16.0
1000.0,71.3218277572,18.0
1020.0,70.2203407131,15.0
1040.0,73.3850570628,17.0
1060.0,77.9345572952,17.0
1080.0,71.9864214274,16.0
1100.0,71.6057898865,17.0
1120.0,74.2252648632,14.0
1140.0,72.5760382648,17.0
1160.0,71.3491371041,16.0
1180.0,68.6572015129,18.0
1200.0,69.6033454839,16.0
1220.0,66.2932460495,17.0
1240.0,70.7034275401,17.0
1260.0,71.7071050263,16.0
1280.0,73.7726646746,18.0
1300.0,72.8105513261,16.0
1320.0,71.9077294749,18.0
1340.0,67.2958526119,16.0
1360.0,72.6867834359,18.0
1380.0,67.3466345276,16.0
1400.0,73.4066239106,18.0
1420.0,69.7735480726,16.0
1440.0,70.607016768,18.0
1460.0,64.5578651539,16.0
1480.0,70.68371955,16.0
1500.0,73.0132580791,18.0
1520.0,68.2397520237,16.0
1540.0,71.2971524835,17.0
1560.0,70.5735731962,15.0
1580.0,71.2097283606,18.0
1600.0,70.4031958947,15.0
1620.0,72.8230211033,18.0
1640.0,67.285744958,16.0
1660.0,73.3624115321,17.0
1680.0,72.7872467151,16.0
1700.0,72.7724118763,18.0
1720.0,71.1507239466,16.0
1740.0,72.6811669477,16.0
1760.0,70.5184175979,17.0
1780.0,71.9970765986,16.0
1800.0,65.2574430363,18.0
1820.0,70.2674135941,16.0
1840.0,69.9738654819,17.0
1860.0,71.6985583142,16.0
1880.0,68.1977891799,18.0
1900.0,72.2570576758,16.0
1920.0,69.8341046934,18.0
1940.0,73.2393149823,16.0
1960.0,71.3252478118,17.0
1980.0,67.4854869672,17.0
2000.0,71.4634995016,16.0
2020.0,72.7985708711,18.0
2040.0,71.7952857303,15.0
2060.0,68.2593333297,18.0
2080.0,62.9165597919,16.0
2100.0,71.8773815569,16.0
2120.0,71.1359931772,18.0
2140.0,70.7853429857,16.0
2160.0,70.515849558,18.0
2180.0,71.180288366,16.0
2200.0,68.3082725853,16.0
2220.0,70.7356313689,17.0
2240.0,74.7535842882,15.0
2260.0,70.3911843146,18.0
2280.0,72.9559395817,16.0
2300.0,70.8655300508,18.0
2320.0,71.6684120882,16.0
2340.0,70.4391346898,18.0
2360.0,70.1455471758,16.0
2380.0,71.0573669782,17.0
2400.0,73.5273216638,15.0
2420.0,72.7941676563,18.0
2440.0,69.337744107,16.0
2460.0,72.3991705779,18.0
2480.0,72.8057964562,16.0
2500.0,69.1411297716,16.0
2520.0,71.1660262139,17.0
2540.0,72.783135135,16.0
2560.0,70.9994094892,18.0
2580.0,73.8138679522,16.0
2600.0,71.3826186429,18.0
2620.0,71.0149425023,16.0
2640.0,69.9432256955,18.0
2660.0,70.1535408719,15.0
2680.0,72.2324950185,18.0
2700.0,69.0402906812,16.0
2720.0,72.0941416614,16.0
2740.0,75.3456074796,18.0
2760.0,71.1660904627,16.0
2780.0,72.3539985864,18.0
2800.0,70.9172806031,16.0
2820.0,69.602744986,18.0
2840.0,74.6185543895,16.0
2860.0,73.8485927093,18.0
2880.0,67.695527413,15.0
2900.0,71.8859484594,17.0
2920.0,71.8173750574,17.0
2940.0,72.4175691166,17.0
2960.0,67.2820067194,17.0
2980.0,66.6224887649,16.0
3000.0,67.9708845312,18.0
3020.0,67.2747146349,16.0
3040.0,68.3075339706,16.0
3060.0,68.662739578,17.0
3080.0,71.5304314005,16.0
3100.0,72.1892914044,18.0
3120.0,73.8945717715,16.0
3140.0,72.157173729,18.0
3160.0,70.6040421517,16.0
3180.0,72.4200268586,16.0
3200.0,72.3325705829,16.0
3220.0,71.7332627742,18.0
