timestamps(s), speed (mph), count
20.0,0.0,0.0
40.0,0.0,0.0
60.0,76.2166466593,5.0
80.0,54.5516048931,16.0
100.0,67.3387057245,15.0
120.0,65.4983493131,19.0
140.0,68.3133267354,18.0
160.0,71.1882881683,16.0
180.0,67.8187958055,16.0
200.0,60.0933793343,17.0
220.0,65.1213835355,15.0
240.0,67.1417202027,17.0
260.0,69.1998290809,17.0
280.0,66.9253806246,18.0
300.0,66.2246188807,15.0
320.0,67.9709288263,18.0
340.0,65.652005085,18.0
360.0,64.6779234191,13.0
380.0,64.6158296941,17.0
400.0,66.8808621896,17.0
420.0,61.0776694759,15.0
440.0,62.1062394294,19.0
460.0,64.5108750455,15.0
480.0,66.4098234023,19.0
500.0,66.9150831225,18.0
520.0,67.9859254006,18.0
540.0,63.8738271661,15.0
560.0,60.4601580709,16.0
580.0,63.713475488,22.0
600.0,66.2680061854,16.0
620.0,67.534370605,16.0
640.0,68.4015052726,19.0
660.0,66.756542947,17.0
680.0,69.5279696107,20.0
700.0,73.5532500575,18.0
720.0,61.4696065782,16.0
740.0,57.8873330071,17.0
760.0,62.838181843,18.0
780.0,67.0509720312,16.0
800.0,70.4371047449,19.0
820.0,70.6235594693,17.0
840.0,61.6740142964,18.0
860.0,67.1117655712,18.0
880.0,70.0413533364,16.0
900.0,68.3730851127,18.0
920.0,69.0790374377,18.0
940.0,66.1068574165,17.0
960.0,66.6446128597,20.0
980.0,69.1945396268,12.0
1000.0,64.1881443726,21.0
1020.0,65.1149573315,17.0
1040.0,68.7062658305,16.0
1060.0,63.5698743968,21.0
1080.0,66.4868118227,16.0
1100.0,71.6478728309,20.0
1120.0,65.1060836879,17.0
1140.0,69.4085175695,17.0
1160.0,72.706562674,16.0
1180.0,68.2998055882,19.0
1200.0,68.4249913505,16.0
1220.0,68.0581608364,20.0
1240.0,68.9905609289,13.0
1260.0,64.4935411202,16.0
1280.0,64.5334858591,19.0
1300.0,68.5914811693,16.0
1320.0,66.0658187845,12.0
1340.0,66.0868271767,18.0
1360.0,65.4501606949,20.0
1380.0,66.1653629252,15.0
1400.0,66.7637382942,15.0
1420.0,66.0599746877,18.0
1440.0,67.8153776845,19.0
1460.0,59.8239082183,14.0
1480.0,61.9061816446,16.0
1500.0,65.7072884845,19.0
1520.0,66.440485581,19.0
1540.0,67.2492263928,11.0
1560.0,54.6918501938,17.0
1580.0,62.3969957314,18.0
1600.0,63.5168106899,19.0
1620.0,61.0808976956,16.0
1640.0,58.5774138116,18.0
1660.0,56.2437782707,16.0
1680.0,55.6277447519,17.0
1700.0,43.5455606787,18.0
1720.0,35.141281491,16.0
1740.0,17.4700213733,13.0
1760.0,2.75576555139,3.0
1780.0,3.7755687392,1.0
1800.0,2.50568285468,3.0
1820.0,2.86962308339,2.0
1840.0,2.9358174478,3.0
1860.0,5.20606260468,3.0
1880.0,1.86152483811,3.0
1900.0,3.33898336778,7.0
1920.0,5.05325640086,12.0
1940.0,7.05004492291,16.0
1960.0,8.40581718603,15.0
1980.0,9.2557124999,17.0
2000.0,9.80767940275,18.0
2020.0,10.2010616348,18.0
2040.0,10.3399268052,19.0
2060.0,10.4238605019,18.0
2080.0,10.4207181219,18.0
2100.0,10.4194997924,18.0
2120.0,10.3996350408,18.0
2140.0,10.3921892075,19.0
2160.0,10.4014345327,18.0
2180.0,10.4128998247,18.0
2200.0,10.4399455901,19.0
2220.0,10.4541741143,18.0
2240.0,10.4942996186,19.0
2260.0,10.5146370329,18.0
2280.0,10.5516218324,20.0
2300.0,10.6027608985,19.0
2320.0,10.6143165163,20.0
2340.0,10.6252095324,18.0
2360.0,10.620455885,18.0
2380.0,10.6027883798,18.0
2400.0,10.5793366482,18.0
2420.0,10.5758091687,17.0
2440.0,10.5465614237,18.0
2460.0,10.552312164,18.0
2480.0,10.6041378225,20.0
2500.0,10.6354996789,19.0
2520.0,10.6713629394,18.0
2540.0,10.7040047535,19.0
2560.0,10.7917480525,18.0
2580.0,10.8012552056,21.0
2600.0,10.8154427165,19.0
2620.0,10.7851333852,21.0
2640.0,10.7897499032,20.0
2660.0,10.7913999615,21.0
2680.0,10.7949963927,20.0
2700.0,10.7957093088,21.0
2720.0,10.7658536844,19.0
2740.0,10.7237161387,21.0
2760.0,10.6610107145,21.0
2780.0,10.5902867846,20.0
2800.0,10.5313648002,21.0
2820.0,10.5279745515,21.0
2840.0,10.5190027756,21.0
2860.0,10.5083154386,21.0
2880.0,10.4877710585,21.0
2900.0,10.4730287018,20.0
2920.0,10.442022177,19.0
2940.0,10.4260511379,20.0
2960.0,10.4773112388,20.0
2980.0,10.5192346512,20.0
3000.0,10.6950813507,20.0
3020.0,10.8866905268,21.0
3040.0,11.1650827373,19.0
3060.0,11.4873724816,19.0
3080.0,11.8386390094,21.0
3100.0,12.2527394704,19.0
3120.0,12.7724302429,18.0
3140.0,13.6493861764,20.0
3160.0,14.9156754091,19.0
3180.0,16.8523214553,19.0
3200.0,24.1416802974,17.0
3220.0,29.1476956835,20.0
3240.0,37.8393908732,18.0
3260.0,39.3245600932,18.0
3280.0,42.4842776629,16.0
3300.0,54.0663155382,14.0
3320.0,47.3842874256,17.0
3340.0,51.0761943504,20.0
3360.0,56.1704987848,17.0
3380.0,67.1570422187,16.0
3400.0,68.8376829812,16.0
3420.0,65.6282790946,17.0
3440.0,68.6635855385,18.0
3460.0,71.5587747933,18.0
3480.0,69.5959694364,13.0
3500.0,66.0201314327,17.0
3520.0,67.5237330654,16.0
3540.0,63.5661146923,18.0
3560.0,62.0865548021,17.0
3580.0,69.4781751131,17.0
3600.0,67.3993685584,17.0
