timestamps(s),penetration_AV,flow(veh/hr),speed(mph)
20.0,0.0,0.0,-0.621504039776
40.0,0.0,0.0,-0.621504039776
60.0,0.0,0.0,-0.621504039776
80.0,0.0,0.0,-0.621504039776
100.0,0.0,180.0,77.3116206703
120.0,0.0,1440.0,71.4321256604
140.0,0.0,2340.0,69.8684088494
160.0,0.0,3060.0,65.1968289606
180.0,0.0,2700.0,67.5763325746
200.0,0.0,3240.0,69.1956028201
220.0,0.0,3240.0,58.1571370071
240.0,0.0,3060.0,60.1920503274
260.0,0.0,2520.0,65.1432388251
280.0,0.0,2700.0,61.4591384903
300.0,0.0,3420.0,62.1082845513
320.0,0.0,2520.0,63.2318520124
340.0,0.0,3060.0,64.0451376395
360.0,0.0,2880.0,62.9921292705
380.0,0.0,3420.0,64.9782977822
400.0,0.0,3600.0,66.6737940534
420.0,0.0,1800.0,68.3332945024
440.0,0.0,3060.0,66.5706599858
460.0,0.0,3060.0,67.42896923
480.0,0.0,2700.0,68.0480515695
500.0,0.0,3240.0,64.6117407406
520.0,0.0,3600.0,65.5076058139
540.0,0.0,2160.0,67.7923490193
560.0,0.0,2880.0,64.6071907344
580.0,0.0,3420.0,61.6506809794
600.0,0.0,3420.0,62.5317236068
620.0,0.0,3060.0,65.1948950075
640.0,0.0,3060.0,66.5405145976
660.0,0.0,3420.0,65.397761956
680.0,0.0,2880.0,65.849869815
700.0,0.0,2520.0,67.5947055407
720.0,0.0,3060.0,72.5179877034
740.0,0.0,3240.0,68.18759881
760.0,0.0,2700.0,65.2739468952
780.0,0.0,1800.0,70.2242731169
800.0,0.0,3240.0,60.8976475074
820.0,0.0,3240.0,64.2400377452
840.0,0.0,3420.0,51.9927909888
860.0,0.0,2520.0,56.4656230594
880.0,0.0,3060.0,52.2189873162
900.0,0.0,2340.0,69.1537175433
920.0,0.0,3060.0,59.6141312945
940.0,0.0,3060.0,60.3905925406
960.0,0.0,3240.0,54.6840360234
980.0,0.0,2700.0,49.9326499866
1000.0,0.0,3420.0,36.1949054545
1020.0,0.0,3060.0,20.8835838241
1040.0,0.0,540.0,2.94406143454
1060.0,0.0,360.0,0.88050050815
1080.0,0.0,360.0,0.802672793121
1100.0,0.0,360.0,0.987584673669
1120.0,0.0,360.0,0.952862614642
1140.0,0.0,360.0,0.744822523833
1160.0,0.0,360.0,0.387260937236
1180.0,0.0,360.0,0.59905168778
1200.0,0.0,540.0,0.688566192218
1220.0,0.0,360.0,0.730399399605
1240.0,0.0,360.0,0.911596184231
1260.0,0.0,360.0,0.354782435735
1280.0,0.0,360.0,0.986403500207
1300.0,0.0,360.0,1.91778790036
1320.0,0.0,360.0,1.15787173957
1340.0,0.0,540.0,1.66641409078
1360.0,0.0,180.0,2.7118088497
1380.0,0.0,540.0,1.25612800901
1400.0,0.0,180.0,1.4407704677
1420.0,0.0,540.0,1.52504839457
1440.0,0.0,360.0,0.712255227787
1460.0,0.0,180.0,1.12208132347
1480.0,0.0,540.0,0.603066104751
1500.0,0.0,360.0,1.18903852667
1520.0,0.0,360.0,1.07320540857
1540.0,0.0,360.0,1.06466751616
1560.0,0.0,360.0,1.10866112954
1580.0,0.0,360.0,0.786081526885
1600.0,0.0,720.0,1.46728043931
1620.0,0.0,1620.0,4.44195104749
1640.0,0.0,2520.0,7.02843382875
1660.0,0.0,3060.0,8.7976532367
1680.0,0.0,2880.0,9.7647391917
1700.0,0.0,3240.0,10.2851893615
1720.0,0.0,3240.0,10.5142667549
1740.0,0.0,3240.0,10.5537750146
1760.0,0.0,3060.0,10.5304737793
1780.0,0.0,3240.0,10.4724499241
1800.0,0.0,3240.0,10.4723980008
1820.0,0.0,3060.0,10.5147696705
1840.0,0.0,3240.0,10.5417469045
1860.0,0.0,3060.0,10.5753669679
1880.0,0.0,3420.0,10.6444045279
1900.0,0.0,3240.0,10.6736086959
1920.0,0.0,3060.0,10.7139378231
1940.0,0.0,3240.0,10.7017345713
1960.0,0.0,3240.0,10.6782336692
1980.0,0.0,3240.0,10.6286931376
2000.0,0.0,3060.0,10.5543241599
2020.0,0.0,3240.0,10.4953035554
2040.0,0.0,3060.0,10.4635071862
2060.0,0.0,3240.0,10.4776532788
2080.0,0.0,3240.0,10.5256582092
2100.0,0.0,3240.0,10.573500487
2120.0,0.0,3240.0,10.60190646
2140.0,0.0,2880.0,10.6064732929
2160.0,0.0,3240.0,10.5811247746
2180.0,0.0,3240.0,10.5096390661
2200.0,0.0,3060.0,10.4305447583
2220.0,0.0,3240.0,10.3132967192
2240.0,0.0,3060.0,10.282956997
2260.0,0.0,3060.0,10.2622498495
2280.0,0.0,3240.0,10.3474375625
2300.0,0.0,3060.0,10.4341534042
2320.0,0.0,3240.0,10.475412805
2340.0,0.0,3240.0,10.5077335526
2360.0,0.0,3060.0,10.5349319491
2380.0,0.0,3240.0,10.5281734661
2400.0,0.0,3240.0,10.5174549482
2420.0,0.0,3240.0,10.4870125775
2440.0,0.0,3240.0,10.4476738231
2460.0,0.0,3060.0,10.4404933467
2480.0,0.0,3240.0,10.418458539
2500.0,0.0,3240.0,10.429775132
2520.0,0.0,3060.0,10.4268269167
2540.0,0.0,3240.0,10.4313916944
2560.0,0.0,3060.0,10.4459618731
2580.0,0.0,3240.0,10.4647828472
2600.0,0.0,3420.0,10.5501717492
2620.0,0.0,3060.0,10.6093106079
2640.0,0.0,3240.0,10.6772498677
2660.0,0.0,3240.0,10.681983282
2680.0,0.0,3240.0,10.6418310574
2700.0,0.0,3240.0,10.5912199311
2720.0,0.0,3240.0,10.5878593519
2740.0,0.0,3240.0,10.6914151541
2760.0,0.0,3060.0,10.9492869549
