timestamps(s), speed (mph), count
20.0,69.8715546044,15.0
40.0,70.4363389965,17.0
60.0,71.1757003198,16.0
80.0,65.2873356982,16.0
100.0,71.9383184548,18.0
120.0,72.4296469933,16.0
140.0,69.5974733868,18.0
160.0,69.4646057283,16.0
180.0,71.0175754277,18.0
200.0,69.236489141,15.0
220.0,70.7416960937,18.0
240.0,71.2886601934,16.0
260.0,73.2727819594,18.0
280.0,72.2653320928,16.0
300.0,72.1646666132,18.0
320.0,70.6160083135,15.0
340.0,71.3424426124,17.0
360.0,69.8146629678,16.0
380.0,71.4197586671,17.0
400.0,65.9249705321,16.0
420.0,68.5520574374,16.0
440.0,69.9793433609,16.0
460.0,56.4771839289,18.0
480.0,64.4324009083,17.0
500.0,69.3233827843,16.0
520.0,68.9500818576,18.0
540.0,66.4331040483,17.0
560.0,66.0153372763,16.0
580.0,66.8194152711,17.0
600.0,70.4022313001,17.0
620.0,68.4362247254,17.0
640.0,69.597677151,17.0
660.0,67.3008549651,18.0
680.0,70.8530893112,17.0
700.0,68.3757206886,18.0
720.0,71.4905217278,17.0
740.0,69.2451416779,18.0
760.0,72.9828638303,18.0
780.0,72.1210574848,20.0
800.0,72.4013826462,15.0
820.0,69.8982042002,17.0
840.0,71.9142405951,18.0
860.0,70.6493060874,17.0
880.0,71.8089390635,17.0
900.0,68.4491495771,18.0
920.0,67.0568094266,16.0
940.0,65.1444820618,17.0
960.0,70.4499713564,18.0
980.0,68.5596343426,18.0
1000.0,67.3215988292,17.0
1020.0,69.0232220277,19.0
1040.0,70.206110031,16.0
1060.0,63.3923224731,18.0
1080.0,70.1615691615,17.0
1100.0,69.186501255,18.0
1120.0,72.4693625114,17.0
1140.0,72.2673482029,18.0
1160.0,65.2374508015,17.0
1180.0,70.3709305456,17.0
1200.0,70.9900369129,18.0
1220.0,67.7412805447,17.0
1240.0,67.8273304782,16.0
1260.0,67.0031339126,19.0
1280.0,64.0746131727,18.0
1300.0,70.5376294842,17.0
1320.0,71.0157629516,17.0
1340.0,75.0172054084,17.0
1360.0,69.4667961243,16.0
1380.0,73.3442238021,17.0
1400.0,74.3592278172,17.0
1420.0,68.316988893,17.0
1440.0,71.3811414634,16.0
1460.0,66.682218535,16.0
1480.0,69.0779014597,18.0
1500.0,68.0096508573,17.0
1520.0,68.2350194771,17.0
1540.0,67.1070092273,17.0
1560.0,62.4673270823,16.0
1580.0,72.4123487197,17.0
1600.0,67.2070398374,17.0
1620.0,69.0041459144,17.0
1640.0,69.8645994473,16.0
1660.0,73.5920822328,15.0
1680.0,68.1353858568,17.0
1700.0,66.2738152837,16.0
1720.0,70.0768460438,17.0
1740.0,62.5948507147,15.0
1760.0,69.9177868506,17.0
1780.0,73.288889096,16.0
1800.0,74.5340714138,18.0
1820.0,71.1564725029,16.0
1840.0,75.0296978371,18.0
1860.0,65.5457944499,17.0
1880.0,69.2437545319,17.0
1900.0,68.3473335704,18.0
1920.0,70.2891329865,17.0
1940.0,71.2590537779,17.0
1960.0,64.0843933244,17.0
1980.0,71.8949553518,18.0
2000.0,75.4330013896,17.0
2020.0,69.0334295689,16.0
2040.0,71.0498225152,18.0
2060.0,69.3183753699,17.0
2080.0,73.0661200234,17.0
2100.0,70.007426884,17.0
2120.0,70.2479543412,16.0
2140.0,68.7717964141,18.0
2160.0,69.4027052521,16.0
2180.0,65.3900865568,16.0
2200.0,60.0898232265,18.0
2220.0,65.5095023405,18.0
2240.0,72.5963338872,18.0
2260.0,66.846314527,18.0
2280.0,68.338823112,19.0
2300.0,67.1733121008,17.0
2320.0,70.1498025356,18.0
2340.0,67.9998474466,15.0
2360.0,73.0750271242,17.0
2380.0,68.5218073742,18.0
2400.0,72.2239065731,18.0
2420.0,67.359399575,20.0
2440.0,68.8044775658,20.0
2460.0,72.9300522958,18.0
2480.0,64.9711191734,19.0
2500.0,65.7064666694,17.0
2520.0,62.4195897185,17.0
2540.0,63.4962465392,17.0
2560.0,63.4407746496,18.0
2580.0,65.6159598341,18.0
2600.0,71.9351374451,19.0
2620.0,65.072541195,16.0
2640.0,67.959562272,17.0
2660.0,63.9172390416,17.0
2680.0,64.9025980913,17.0
2700.0,71.1823041036,18.0
2720.0,68.0913229632,17.0
2740.0,68.743356694,19.0
2760.0,68.7700460588,16.0
2780.0,68.2421181923,17.0
2800.0,73.4444374452,18.0
2820.0,72.3436243955,18.0
2840.0,69.1567521919,16.0
2860.0,67.6878211989,18.0
2880.0,67.196142733,17.0
2900.0,69.7126788271,17.0
2920.0,65.3587825936,16.0
2940.0,66.4033232327,17.0
2960.0,69.9791958782,17.0
2980.0,69.2517081021,18.0
3000.0,72.2999562388,16.0
