timestamps(s), speed (mph), count
20.0,0.0,0.0
40.0,0.0,0.0
60.0,0.0,0.0
80.0,0.0,0.0
100.0,0.0,0.0
120.0,0.0,0.0
140.0,0.0,0.0
160.0,69.1047974039,3.0
180.0,65.558912853,10.0
200.0,55.9465457058,16.0
220.0,42.6589964581,16.0
240.0,33.2154077524,14.0
260.0,17.6912552807,10.0
280.0,2.75356439494,3.0
300.0,0.641576622553,3.0
320.0,0.616294818668,2.0
340.0,0.616294794732,2.0
360.0,0.616294794727,2.0
380.0,0.629092071027,1.0
400.0,0.612029035957,3.0
420.0,0.603082888571,2.0
440.0,0.601297564776,2.0
460.0,0.601299373747,2.0
480.0,0.599328902194,2.0
500.0,0.593201304536,2.0
520.0,0.59320678516,2.0
540.0,0.593206785297,2.0
560.0,0.593206785297,2.0
580.0,0.593206785297,2.0
600.0,0.593206785297,2.0
620.0,0.593206785297,2.0
640.0,0.593206785297,2.0
660.0,0.793527208982,2.0
680.0,0.611551145997,2.0
700.0,0.593185306588,2.0
720.0,0.593206703806,2.0
740.0,0.582884441219,2.0
760.0,0.582916047071,2.0
780.0,0.582916052167,2.0
800.0,0.582916052167,2.0
820.0,0.582916052167,2.0
840.0,0.582916052162,2.0
860.0,0.582916052167,2.0
880.0,0.582916052162,2.0
900.0,0.582916052167,2.0
920.0,0.582916052167,2.0
940.0,0.599735725144,2.0
960.0,0.600578856751,2.0
980.0,0.600583995297,2.0
1000.0,0.600583997169,2.0
1020.0,0.600583997169,2.0
1040.0,0.600583997164,2.0
1060.0,0.618251942161,1.0
1080.0,0.600583997154,2.0
1100.0,0.600583997169,2.0
1120.0,0.600583997164,2.0
1140.0,0.600583997164,2.0
1160.0,0.600583997164,2.0
1180.0,0.607382939375,2.0
1200.0,0.61585953836,3.0
1220.0,0.614155972989,2.0
1240.0,7.15640565625,12.0
1260.0,10.328192226,17.0
1280.0,10.4287481685,19.0
1300.0,10.3037784178,17.0
1320.0,10.5760863762,19.0
1340.0,10.4687578953,23.0
1360.0,10.2562540107,22.0
1380.0,10.2641361074,22.0
1400.0,10.9341899825,25.0
1420.0,11.1568248133,22.0
1440.0,10.8087626935,25.0
1460.0,10.7954969005,22.0
1480.0,11.2078817222,23.0
1500.0,11.1410788281,23.0
1520.0,10.949770033,25.0
1540.0,11.1019443985,23.0
1560.0,11.2542991082,23.0
1580.0,10.9389541028,26.0
1600.0,11.6478794328,27.0
1620.0,11.4795210479,28.0
1640.0,11.0007792668,26.0
1660.0,11.8970449634,26.0
1680.0,11.6207897928,23.0
1700.0,11.2948920243,27.0
1720.0,11.2269022304,25.0
1740.0,11.0844278812,25.0
1760.0,11.4575102676,27.0
1780.0,11.1372348396,28.0
1800.0,11.3410040635,25.0
1820.0,11.370371538,28.0
1840.0,11.0035859127,23.0
1860.0,10.6399110612,24.0
1880.0,10.7511058385,24.0
1900.0,11.4426184602,28.0
1920.0,11.3432845737,27.0
1940.0,10.8294171367,26.0
1960.0,11.1845167872,22.0
1980.0,10.8761475514,27.0
2000.0,10.914832454,23.0
2020.0,10.9446957034,29.0
2040.0,11.1647631809,26.0
2060.0,11.1800282624,26.0
2080.0,10.8682418844,25.0
2100.0,10.6745635741,24.0
2120.0,10.8255886826,23.0
2140.0,10.8738032423,26.0
2160.0,11.0009637119,26.0
2180.0,11.1072799177,23.0
2200.0,10.829249224,22.0
2220.0,10.895975381,25.0
2240.0,11.054956014,22.0
2260.0,10.7572338159,23.0
2280.0,10.6016351007,25.0
2300.0,10.5697233982,22.0
2320.0,10.2773868761,22.0
2340.0,10.4688526575,20.0
2360.0,10.6426122981,22.0
2380.0,10.5685236502,20.0
2400.0,10.5501143441,22.0
2420.0,11.5874402662,19.0
2440.0,15.8086026335,24.0
2460.0,19.0853148206,25.0
2480.0,21.8554449401,27.0
2500.0,24.9131958268,24.0
2520.0,27.9866143971,24.0
2540.0,29.4610090128,27.0
2560.0,31.4593037572,26.0
2580.0,33.3238323378,27.0
2600.0,34.403266645,25.0
2620.0,35.2457046904,26.0
2640.0,37.5607804787,32.0
2660.0,37.9941194737,30.0
2680.0,38.7212847522,27.0
2700.0,39.8698036654,30.0
2720.0,41.0025320546,30.0
2740.0,41.3947334252,28.0
2760.0,44.1508133362,28.0
2780.0,42.5601918482,27.0
2800.0,43.1189940969,24.0
2820.0,43.4252623233,26.0
2840.0,44.5889554477,25.0
2860.0,45.0374403732,25.0
2880.0,47.2157140638,26.0
2900.0,47.072027661,24.0
2920.0,47.3191535321,23.0
2940.0,47.2548556088,25.0
2960.0,48.502839996,25.0
2980.0,47.4848454101,28.0
3000.0,48.6766138531,34.0
3020.0,49.4302975993,39.0
3040.0,50.510217646,35.0
3060.0,52.4957447631,35.0
3080.0,53.6844509183,39.0
3100.0,57.0590898284,33.0
3120.0,56.2914952279,34.0
3140.0,51.1234683757,32.0
3160.0,46.3421273079,38.0
3180.0,48.3073813914,38.0
3200.0,49.4333905992,42.0
3220.0,50.762681584,28.0
3240.0,50.3254464423,35.0
3260.0,50.1032887969,36.0
3280.0,50.3301438181,36.0
3300.0,49.7754612409,37.0
3320.0,50.6134258661,37.0
3340.0,54.1803150533,34.0
3360.0,53.8396366863,35.0
3380.0,51.9602344173,32.0
3400.0,52.002600268,29.0
3420.0,51.6050570093,26.0
3440.0,52.2537555902,30.0
3460.0,51.786758948,29.0
3480.0,51.2693902282,27.0
3500.0,49.5720663665,28.0
3520.0,47.0694191818,30.0
3540.0,48.4114216549,27.0
3560.0,51.9632352751,28.0
3580.0,50.687508448,28.0
3600.0,50.5975944526,29.0
