timestamps(s), speed (mph), count
20.0,68.170849115,16.0
40.0,-0.62137,-1.0
60.0,67.4715467333,18.0
80.0,74.9972980986,19.0
100.0,68.301554727,20.0
120.0,68.2030778584,20.0
140.0,73.765275067,20.0
160.0,69.9758540373,19.0
180.0,67.7071989218,18.0
200.0,73.143080049,21.0
220.0,67.8135828672,18.0
240.0,70.0607265246,19.0
260.0,64.5216264103,19.0
280.0,69.315542282,17.0
300.0,60.42551523,20.0
320.0,69.1854239654,21.0
340.0,67.0330370695,18.0
360.0,68.8154002655,17.0
380.0,66.8612523742,20.0
400.0,67.0574024124,18.0
420.0,68.0959289392,19.0
440.0,67.4102946715,18.0
460.0,65.1628376708,17.0
480.0,67.2025358137,17.0
500.0,67.5176058555,16.0
520.0,69.2066620312,20.0
540.0,64.4673369161,16.0
560.0,70.8174274387,19.0
580.0,68.7020172061,19.0
600.0,64.351742004,18.0
620.0,70.0963490568,17.0
640.0,67.3178820992,17.0
660.0,70.4760193886,19.0
680.0,71.1530674368,18.0
700.0,67.8184666692,19.0
720.0,72.7290691494,18.0
740.0,72.1799899292,17.0
760.0,68.0936206944,18.0
780.0,67.2236572343,19.0
800.0,73.7021308592,20.0
820.0,65.3303245452,16.0
840.0,68.5541007838,20.0
860.0,65.2801430287,20.0
880.0,65.4469890782,20.0
900.0,65.5633047613,17.0
920.0,64.4677883221,18.0
940.0,71.4493115024,16.0
960.0,69.2633374806,18.0
980.0,71.9000744453,16.0
1000.0,72.212570083,17.0
1020.0,73.0467709356,15.0
1040.0,71.7695375861,18.0
1060.0,70.7964169124,16.0
1080.0,65.7716835269,16.0
1100.0,65.9224971882,18.0
1120.0,71.4794721418,16.0
1140.0,72.4284840372,18.0
1160.0,73.8556260863,16.0
1180.0,71.3913783004,17.0
1200.0,70.089949138,16.0
1220.0,73.2990956159,19.0
1240.0,69.0521544503,18.0
1260.0,70.9426752649,18.0
1280.0,69.1113551236,18.0
1300.0,70.8916840122,18.0
1320.0,68.7342947596,17.0
1340.0,67.9736337149,18.0
1360.0,65.1008242874,19.0
1380.0,69.9545336435,19.0
1400.0,69.7524976983,15.0
1420.0,71.270048182,19.0
1440.0,73.0544199172,18.0
1460.0,75.6129301628,18.0
1480.0,66.7045429448,18.0
1500.0,68.9539460821,17.0
1520.0,69.0366749737,18.0
1540.0,66.1853385003,16.0
1560.0,65.4695852597,16.0
1580.0,67.9350449193,18.0
1600.0,69.2550150061,16.0
1620.0,70.3862274193,18.0
1640.0,66.9658586256,18.0
1660.0,66.3939913822,17.0
1680.0,68.4598950205,16.0
1700.0,71.2276332574,18.0
1720.0,70.1254351519,15.0
1740.0,69.4318684844,16.0
1760.0,65.7173178454,17.0
1780.0,70.2727317375,17.0
1800.0,70.8715226145,17.0
1820.0,69.1918556742,17.0
1840.0,70.3282256429,17.0
1860.0,73.1753861977,19.0
1880.0,74.0827591955,17.0
1900.0,67.1518149685,18.0
1920.0,66.8784379894,18.0
1940.0,70.7301675525,18.0
1960.0,68.8120553898,18.0
1980.0,67.0249798932,17.0
2000.0,57.2241951726,19.0
2020.0,68.8968556764,17.0
2040.0,66.9124101962,19.0
2060.0,68.8844222182,17.0
2080.0,72.9430524972,16.0
2100.0,70.5903126281,19.0
2120.0,63.1812142343,18.0
2140.0,67.2416483576,18.0
2160.0,70.8112666546,17.0
2180.0,67.5600218876,19.0
2200.0,72.3247611814,16.0
2220.0,69.0953361411,19.0
2240.0,66.6912743661,17.0
2260.0,65.0725681544,17.0
2280.0,73.0547701119,18.0
2300.0,73.4669960583,17.0
2320.0,68.6368301066,18.0
2340.0,69.0082507519,18.0
2360.0,70.7211571709,16.0
2380.0,68.9737747328,18.0
2400.0,67.5393748232,16.0
2420.0,70.8421299054,19.0
2440.0,62.3073678329,17.0
2460.0,71.5315230225,18.0
2480.0,72.9635032176,18.0
2500.0,68.4999398141,17.0
2520.0,64.188123107,18.0
2540.0,71.3291779843,19.0
2560.0,71.1981234693,16.0
2580.0,74.4071135086,20.0
2600.0,68.6177672198,20.0
2620.0,65.5429432305,17.0
2640.0,66.4729173167,19.0
2660.0,66.9283245785,19.0
2680.0,75.960564408,20.0
2700.0,68.4181234097,21.0
2720.0,63.7224241177,19.0
