timestamps(s),penetration_AV,flow(veh/hr),speed(mph)
20.0,0.0,0.0,-0.621504039776
40.0,0.0,0.0,-0.621504039776
60.0,0.6,900.0,75.1041212739
80.0,0.470588235294,3060.0,66.9928952452
100.0,0.333333333333,3240.0,66.091471012
120.0,0.35,3600.0,66.0636845397
140.0,0.4,3600.0,59.9741020141
160.0,0.421052631579,3420.0,68.2110749436
180.0,0.4,4500.0,64.6305907427
200.0,0.388888888889,3240.0,67.9227810763
220.0,0.388888888889,3240.0,70.7351163007
240.0,0.4,3600.0,68.0562310918
260.0,0.411764705882,3060.0,72.4464812578
280.0,0.352941176471,3060.0,68.1444803388
300.0,0.454545454545,3960.0,67.2992157183
320.0,0.4,3600.0,66.3977117264
340.0,0.235294117647,3060.0,65.7666627965
360.0,0.478260869565,4140.0,66.5925429428
380.0,0.2,2700.0,65.922315432
400.0,0.125,2880.0,63.2106815899
420.0,0.294117647059,3060.0,68.8826933788
440.0,0.157894736842,3420.0,70.8351619977
460.0,0.176470588235,3060.0,68.2440734942
480.0,0.125,2880.0,66.5192459421
500.0,0.25,3600.0,62.7033862285
520.0,0.105263157895,3420.0,67.5997347897
540.0,0.1875,2880.0,65.3974013701
560.0,0.176470588235,3060.0,62.9007460159
580.0,0.3125,2880.0,67.2022645689
600.0,0.0625,2880.0,66.9487474918
620.0,0.272727272727,3960.0,69.951649706
640.0,0.25,3600.0,70.3745334894
660.0,0.230769230769,2340.0,70.1949381894
680.0,0.0666666666667,2700.0,66.6135680636
700.0,0.0,2880.0,68.8357362756
720.0,0.0,3060.0,61.6473929868
740.0,0.0,3420.0,61.9037248411
760.0,0.0,2520.0,63.2164501728
780.0,0.111111111111,3240.0,60.6783237409
800.0,0.105263157895,3420.0,64.4869765918
820.0,0.0666666666667,2700.0,69.3208714031
840.0,0.111111111111,3240.0,66.0880990231
860.0,0.0588235294118,3060.0,67.3623182706
880.0,0.0588235294118,3060.0,67.0940515977
900.0,0.0555555555556,3240.0,70.4167971859
920.0,0.153846153846,2340.0,68.6061924043
940.0,0.0,3060.0,59.8289051755
960.0,0.105263157895,3420.0,58.3741422851
980.0,0.235294117647,3060.0,64.7418906713
1000.0,0.25,2880.0,72.8444557738
1020.0,0.25,3600.0,67.1714438871
1040.0,0.25,2880.0,68.5755026096
1060.0,0.411764705882,3060.0,70.0989149767
1080.0,0.1875,2880.0,64.4990434902
1100.0,0.318181818182,3960.0,64.7100377611
1120.0,0.294117647059,3060.0,67.8550465755
1140.0,0.421052631579,3420.0,63.6975953587
1160.0,0.3,3600.0,62.4745026803
1180.0,0.368421052632,3420.0,67.7805136763
1200.0,0.315789473684,3420.0,68.5356645854
1220.0,0.4,2700.0,72.3152201348
1240.0,0.380952380952,3780.0,64.269621612
1260.0,0.4,2700.0,70.830953161
1280.0,0.277777777778,3240.0,63.8408775006
1300.0,0.222222222222,3240.0,69.9909954215
1320.0,0.294117647059,3060.0,67.6006838132
1340.0,0.352941176471,3060.0,65.5240603216
1360.0,0.263157894737,3420.0,67.4899946443
1380.0,0.352941176471,3060.0,69.8281186942
1400.0,0.1875,2880.0,68.9284967132
1420.0,0.333333333333,3780.0,63.3928036681
1440.0,0.333333333333,3780.0,63.9112923194
1460.0,0.352941176471,3060.0,67.6054195963
1480.0,0.428571428571,3780.0,64.1415731158
1500.0,0.411764705882,3060.0,65.4936292566
1520.0,0.4,3600.0,66.6393719313
1540.0,0.375,2880.0,70.1136908163
1560.0,0.416666666667,4320.0,65.2079098811
1580.0,0.388888888889,3240.0,64.3089975327
1600.0,0.444444444444,3240.0,57.7319193046
1620.0,0.454545454545,3960.0,51.016454947
1640.0,0.473684210526,3420.0,34.794051183
1660.0,0.4,1800.0,16.6490329926
1680.0,0.0,360.0,1.82329111397
1700.0,0.666666666667,540.0,1.1957777921
1720.0,0.333333333333,1080.0,5.4242460027
1740.0,1.0,180.0,0.571358793084
1760.0,0.333333333333,540.0,0.57391937432
1780.0,0.5,360.0,0.603020425638
1800.0,0.5,360.0,0.910912660971
1820.0,0.571428571429,1260.0,3.32026671223
1840.0,0.555555555556,1620.0,6.05121644663
1860.0,0.466666666667,2700.0,6.85272262907
1880.0,0.411764705882,3060.0,8.13550156104
1900.0,0.473684210526,3420.0,8.93462025235
1920.0,0.35,3600.0,9.76341419257
1940.0,0.3,3600.0,10.140346596
1960.0,0.428571428571,3780.0,10.3647961194
1980.0,0.4,3600.0,10.5167584449
2000.0,0.0526315789474,3420.0,10.5954572542
2020.0,0.2,3600.0,10.6668440695
2040.0,0.166666666667,3240.0,10.6907025858
2060.0,0.15,3600.0,10.7030029298
2080.0,0.166666666667,3240.0,10.7387149292
2100.0,0.0,3240.0,10.718556765
2120.0,0.0,3240.0,10.7196572422
2140.0,0.0526315789474,3420.0,10.6983578761
2160.0,0.0,3240.0,10.6914078875
2180.0,0.0,3240.0,10.6776075941
2200.0,0.0588235294118,3060.0,10.6893481581
2220.0,0.0,3240.0,10.6772879825
2240.0,0.0,3240.0,10.6757583391
2260.0,0.0555555555556,3240.0,10.6782347941
2280.0,0.0555555555556,3240.0,10.6205190082
2300.0,0.210526315789,3420.0,10.5803588637
2320.0,0.15,3600.0,10.5221652572
2340.0,0.263157894737,3420.0,10.49426933
2360.0,0.111111111111,3240.0,10.4884838256
2380.0,0.111111111111,3240.0,10.4645723151
2400.0,0.157894736842,3420.0,10.4511955553
2420.0,0.210526315789,3420.0,10.4583230249
2440.0,0.166666666667,3240.0,10.4997876802
2460.0,0.111111111111,3240.0,10.5458921194
2480.0,0.15,3600.0,10.6064161295
2500.0,0.157894736842,3420.0,10.6875137631
2520.0,0.111111111111,3240.0,10.7626376854
