timestamps(s), speed (mph), count
20.0,72.1246498416,16.0
40.0,68.2781112245,17.0
60.0,66.1159071793,17.0
80.0,65.1754003501,15.0
100.0,67.8656013214,17.0
120.0,65.8696980074,17.0
140.0,64.1376247776,15.0
160.0,71.4423740496,16.0
180.0,73.0271704462,18.0
200.0,63.5209610725,17.0
220.0,67.5057888719,18.0
240.0,70.70978056,16.0
260.0,73.0563422889,18.0
280.0,69.3776755183,16.0
300.0,66.6902125202,19.0
320.0,72.1827757791,16.0
340.0,68.9140181597,16.0
360.0,71.26526761,17.0
380.0,68.8129050694,16.0
400.0,68.1795306819,16.0
420.0,69.0065978172,18.0
440.0,71.8479717136,18.0
460.0,67.6315910082,16.0
480.0,67.1942965917,19.0
500.0,62.2959313534,16.0
520.0,66.3359706487,18.0
540.0,66.6610975555,16.0
560.0,67.5715484568,18.0
580.0,67.5546994307,18.0
600.0,68.1295585852,16.0
620.0,65.1952844543,17.0
640.0,69.7763898552,17.0
660.0,68.8591938484,18.0
680.0,71.8306444204,18.0
700.0,73.0084997227,17.0
720.0,67.2163377859,17.0
740.0,72.0980272157,18.0
760.0,70.7271886032,17.0
780.0,69.2646699317,16.0
800.0,73.4689397796,17.0
820.0,68.0659478378,17.0
840.0,69.4076460978,16.0
860.0,72.8164095568,18.0
880.0,69.5193808243,18.0
900.0,70.9135210984,16.0
920.0,71.055036868,16.0
940.0,71.0089068675,19.0
960.0,65.8730000765,16.0
980.0,68.5912580502,16.0
1000.0,70.418671658,17.0
1020.0,66.3865253819,16.0
1040.0,73.2778614575,17.0
1060.0,73.5979920818,17.0
1080.0,71.3551015168,17.0
1100.0,74.4226927856,17.0
1120.0,71.2096206866,17.0
1140.0,71.463940436,16.0
1160.0,67.708896442,18.0
1180.0,64.5821099167,16.0
1200.0,67.6760626975,17.0
1220.0,70.645457863,19.0
1240.0,64.6465846965,15.0
1260.0,73.4545386273,19.0
1280.0,72.2916501879,18.0
1300.0,71.2720157574,17.0
1320.0,69.7809086192,16.0
1340.0,65.9295654394,18.0
1360.0,66.8224142275,18.0
1380.0,69.0381608557,16.0
1400.0,73.0608685077,18.0
1420.0,67.6142906044,18.0
1440.0,70.1243477196,15.0
1460.0,63.0339266113,19.0
1480.0,67.429521829,17.0
1500.0,67.9173755121,17.0
1520.0,69.7902310069,16.0
1540.0,70.6510616726,18.0
1560.0,72.1132192996,15.0
1580.0,70.2697891295,18.0
1600.0,69.8231760398,17.0
1620.0,70.6404654203,17.0
1640.0,69.3644278157,18.0
1660.0,72.4518475596,16.0
