timestamps(s), speed (mph), count
20.0,0.0,0.0
40.0,0.0,0.0
60.0,0.0,0.0
80.0,0.0,0.0
100.0,0.0,0.0
120.0,0.0,0.0
140.0,0.0,0.0
160.0,73.7118492657,6.0
180.0,73.3923844813,10.0
200.0,68.6277288563,10.0
220.0,54.0503898912,18.0
240.0,43.4445682491,20.0
260.0,29.1251804056,16.0
280.0,16.5477461763,7.0
300.0,0.645313469767,3.0
320.0,0.625055662271,2.0
340.0,0.609804320667,2.0
360.0,0.609804187418,2.0
380.0,0.609804187444,2.0
400.0,0.609804187444,2.0
420.0,0.602624724409,2.0
440.0,0.602236566308,2.0
460.0,0.602236558368,2.0
480.0,0.587317102597,2.0
500.0,0.58775738522,2.0
520.0,0.587757390861,2.0
540.0,0.587757390866,2.0
560.0,0.608910456141,1.0
580.0,0.587752999893,2.0
600.0,0.590511545451,3.0
620.0,0.588219395532,2.0
640.0,0.588220462208,2.0
660.0,0.588220462158,2.0
680.0,0.588220462158,2.0
700.0,0.588220462163,2.0
720.0,0.588220462163,2.0
740.0,0.588220462158,2.0
760.0,0.588220462158,2.0
780.0,0.588220462163,2.0
800.0,0.588220462158,2.0
820.0,0.588220462158,2.0
840.0,0.588220462163,2.0
860.0,0.588220462168,2.0
880.0,0.588220462158,2.0
900.0,0.580900417749,2.0
920.0,0.578874809029,2.0
940.0,0.578876990946,2.0
960.0,0.578876991241,2.0
980.0,0.578876991241,2.0
1000.0,0.578876991241,2.0
1020.0,0.578876991241,2.0
1040.0,0.578876991246,2.0
1060.0,0.578876991251,2.0
1080.0,0.578876991241,2.0
1100.0,0.578876991246,2.0
1120.0,0.578876991241,2.0
1140.0,0.578876991246,2.0
1160.0,0.590223514307,1.0
1180.0,0.578960916456,2.0
1200.0,0.591111249709,2.0
1220.0,1.25156178373,4.0
1240.0,7.77315429635,14.0
1260.0,10.1727028042,20.0
1280.0,10.9203439884,20.0
1300.0,10.9350040895,20.0
1320.0,10.6564078728,22.0
1340.0,10.717238258,25.0
1360.0,11.169833258,22.0
1380.0,10.8902184732,24.0
1400.0,10.5132114007,24.0
1420.0,10.4317795252,21.0
1440.0,10.6478420927,24.0
1460.0,10.7083016244,22.0
1480.0,10.3177232306,22.0
1500.0,10.7134821981,23.0
1520.0,10.831636131,23.0
1540.0,10.7244956293,22.0
1560.0,10.832038013,18.0
1580.0,10.4020034148,21.0
1600.0,10.5517448784,19.0
1620.0,10.7634553821,19.0
1640.0,10.5539442188,19.0
1660.0,10.2521177249,20.0
1680.0,10.7219712378,21.0
1700.0,10.9104086469,20.0
1720.0,10.8689190363,20.0
1740.0,10.3320114959,17.0
1760.0,10.3715956782,21.0
1780.0,10.6505638342,24.0
1800.0,10.7986335356,24.0
1820.0,11.4339760095,28.0
1840.0,11.6741957086,31.0
1860.0,11.4298921824,29.0
1880.0,11.7090859199,30.0
1900.0,11.7491487845,30.0
1920.0,11.7506847569,32.0
1940.0,11.9986687918,31.0
1960.0,11.7955842628,31.0
1980.0,11.3114103368,29.0
2000.0,11.6691582479,32.0
2020.0,11.2779126149,29.0
2040.0,12.1313114832,31.0
2060.0,11.7694181445,29.0
2080.0,11.8878284547,27.0
2100.0,11.0420030061,22.0
2120.0,10.4598727867,25.0
2140.0,10.5904983261,24.0
2160.0,10.1927687765,24.0
2180.0,10.7922123358,24.0
2200.0,10.7795052814,28.0
2220.0,10.8983654539,23.0
2240.0,11.0369278285,26.0
2260.0,11.3220845567,29.0
2280.0,10.9005812456,26.0
2300.0,11.3783401744,28.0
2320.0,11.7013992108,27.0
2340.0,11.7191549987,30.0
2360.0,11.5807264716,30.0
2380.0,12.050072352,31.0
2400.0,11.8956112055,32.0
2420.0,17.4924762506,42.0
2440.0,23.3890216735,50.0
2460.0,26.4568694759,50.0
2480.0,29.047684119,52.0
2500.0,30.6248237228,52.0
2520.0,32.2011946756,52.0
2540.0,34.1140302799,50.0
2560.0,35.1850419636,53.0
2580.0,36.7402721637,51.0
2600.0,38.0944724892,52.0
2620.0,38.7869181146,52.0
2640.0,39.8412959429,52.0
2660.0,40.7411291104,51.0
2680.0,39.7983818506,51.0
2700.0,39.1601518536,45.0
2720.0,38.3734713957,40.0
2740.0,45.1793297799,33.0
2760.0,49.0985705214,43.0
2780.0,45.9117726454,36.0
2800.0,47.1203286409,33.0
2820.0,52.1528328215,38.0
2840.0,50.1187534128,44.0
2860.0,51.9482046422,32.0
2880.0,50.15627946,41.0
2900.0,49.8891198905,39.0
2920.0,50.766582482,30.0
2940.0,48.9209909604,38.0
2960.0,46.3296287751,36.0
2980.0,48.220226278,35.0
3000.0,48.5085651391,39.0
3020.0,47.6886275062,37.0
3040.0,49.9998143937,42.0
3060.0,50.0955723877,34.0
3080.0,48.9212977806,27.0
3100.0,49.9479731545,35.0
3120.0,51.3396855496,25.0
3140.0,52.9873301046,31.0
3160.0,53.7901529571,25.0
3180.0,55.3115045178,28.0
3200.0,53.4875154877,24.0
3220.0,53.2392978752,29.0
3240.0,53.1082780892,28.0
3260.0,54.7663087088,24.0
3280.0,54.6843775034,37.0
3300.0,54.014350671,40.0
3320.0,53.8432825872,44.0
3340.0,59.2588406169,33.0
3360.0,59.1010638726,39.0
3380.0,54.1277106243,36.0
3400.0,55.6232358597,33.0
3420.0,52.7900670433,41.0
3440.0,53.9944482147,35.0
3460.0,57.3854164787,31.0
3480.0,68.0462754657,20.0
3500.0,65.4345192909,29.0
3520.0,72.9359538993,16.0
3540.0,70.0761581713,23.0
3560.0,67.2648280293,21.0
3580.0,69.6427382901,18.0
3600.0,69.9765543145,21.0
