timestamps(s), speed (mph), count
20.0,71.1000893772,15.0
40.0,69.0942883,18.0
60.0,73.8435676752,16.0
80.0,64.7828650523,16.0
100.0,64.1326883041,17.0
120.0,67.0439780305,17.0
140.0,72.227845716,16.0
160.0,72.7410761278,18.0
180.0,69.8765789776,16.0
200.0,68.6138986333,16.0
220.0,72.6796497567,17.0
240.0,66.2309948142,16.0
260.0,74.4424615146,18.0
280.0,72.0141526854,15.0
300.0,73.88043433,18.0
320.0,72.1105818455,16.0
340.0,71.3777749117,18.0
360.0,69.3137492619,16.0
380.0,72.3541378195,18.0
400.0,71.4678129029,16.0
420.0,69.8432827933,18.0
440.0,65.6607424252,16.0
460.0,71.8166252228,18.0
480.0,69.1896541325,16.0
500.0,69.4438572534,16.0
520.0,71.0897622231,17.0
540.0,68.3672590275,16.0
560.0,69.4125159424,16.0
580.0,66.7344784686,18.0
600.0,65.5564484954,15.0
620.0,71.1958279071,18.0
640.0,65.2725147972,15.0
660.0,68.3670005226,18.0
680.0,72.2360354507,16.0
700.0,70.0727653306,17.0
720.0,67.2888838364,17.0
740.0,72.7271571086,16.0
760.0,71.8453468802,17.0
780.0,72.8362470219,16.0
800.0,70.3142089372,18.0
820.0,72.2296688544,16.0
840.0,71.1027432986,18.0
860.0,72.1426846863,16.0
880.0,72.7839188862,18.0
900.0,70.6697456987,16.0
920.0,72.8269660655,17.0
940.0,72.1260343424,16.0
960.0,70.9243170673,18.0
980.0,71.4037290016,15.0
1000.0,70.5792008943,18.0
1020.0,72.1216979461,16.0
1040.0,70.6440262149,17.0
1060.0,70.9372738044,16.0
1080.0,63.2844089517,16.0
1100.0,69.4140394055,18.0
1120.0,72.7539779189,16.0
1140.0,66.5290094659,17.0
1160.0,68.3864764288,17.0
1180.0,62.9834746566,16.0
1200.0,68.7329174049,18.0
1220.0,71.0737441255,16.0
1240.0,71.2432623018,18.0
1260.0,73.5045723885,16.0
1280.0,72.5125385107,17.0
1300.0,70.8772534709,16.0
1320.0,68.6021660423,17.0
1340.0,66.3271400348,16.0
1360.0,69.7995075887,18.0
1380.0,72.7763526798,16.0
1400.0,70.6360712511,18.0
1420.0,71.2917402729,16.0
1440.0,69.1351886228,17.0
1460.0,67.1883727772,16.0
1480.0,71.7448586663,18.0
1500.0,72.5058211694,16.0
1520.0,67.3051907048,16.0
1540.0,74.3349123942,17.0
1560.0,72.9695667956,16.0
1580.0,72.2389285126,18.0
1600.0,71.3436340158,16.0
1620.0,69.9586458328,17.0
1640.0,69.7596145143,17.0
1660.0,73.3617509313,16.0
1680.0,71.2665391707,18.0
1700.0,66.3876598606,16.0
1720.0,69.6360575607,18.0
1740.0,73.4437204027,16.0
1760.0,70.6637597417,18.0
1780.0,70.8746751412,16.0
1800.0,71.3668230925,17.0
1820.0,73.6804254047,16.0
1840.0,66.7653050504,18.0
1860.0,67.7224068452,16.0
1880.0,71.3542970037,16.0
1900.0,69.5419752127,18.0
1920.0,69.1718722581,16.0
1940.0,69.9372077606,18.0
1960.0,74.6809514552,15.0
1980.0,70.9572201591,18.0
2000.0,65.4556891267,16.0
2020.0,70.1894584228,16.0
2040.0,65.7012777355,16.0
2060.0,75.1988592833,18.0
2080.0,68.8413692495,15.0
2100.0,72.6011314588,17.0
2120.0,70.369182018,16.0
2140.0,69.8344997052,18.0
2160.0,69.3518020212,16.0
2180.0,72.3259603577,16.0
2200.0,73.1263614152,18.0
2220.0,72.2437964008,17.0
2240.0,73.4031822239,17.0
2260.0,72.8062173583,16.0
2280.0,70.6685085483,17.0
2300.0,73.095986496,16.0
2320.0,68.2593791885,18.0
2340.0,71.9392769532,16.0
2360.0,72.6120212554,18.0
2380.0,70.1340750253,16.0
2400.0,70.7393813099,18.0
2420.0,72.7551014202,16.0
2440.0,73.3944245179,18.0
2460.0,70.5629189569,16.0
2480.0,70.9457315895,17.0
2500.0,72.873034024,16.0
2520.0,68.5054455271,18.0
2540.0,70.2241124917,15.0
2560.0,67.6312572322,17.0
2580.0,72.3618426485,17.0
2600.0,62.6720192773,16.0
2620.0,73.5406312564,18.0
2640.0,70.4314948373,16.0
2660.0,69.0444711369,17.0
2680.0,70.4049219287,16.0
2700.0,71.3593036582,17.0
2720.0,70.2278425118,16.0
2740.0,71.795665587,15.0
2760.0,66.8982350385,18.0
2780.0,73.4341344343,16.0
2800.0,69.3756553369,18.0
2820.0,75.3042271225,16.0
2840.0,72.2915486098,18.0
2860.0,72.0209073623,16.0
2880.0,69.2879542055,17.0
2900.0,71.4864341038,15.0
2920.0,72.3021497654,18.0
2940.0,70.4277165758,15.0
2960.0,71.7772092463,18.0
2980.0,73.4433100094,16.0
3000.0,71.5154780082,18.0
3020.0,69.7555983809,16.0
3040.0,70.7479759336,16.0
3060.0,72.342220655,17.0
3080.0,74.0934047375,16.0
3100.0,71.1846128849,18.0
3120.0,70.1514928905,16.0
3140.0,70.8799991873,17.0
3160.0,71.7030860997,16.0
3180.0,75.4125789176,18.0
3200.0,67.9100108884,16.0
3220.0,69.3489807997,18.0
3240.0,69.5726831965,16.0
3260.0,72.708103456,18.0
3280.0,70.3288629195,16.0
3300.0,71.8088165255,17.0
3320.0,60.7633485543,17.0
3340.0,69.6764582206,16.0
3360.0,72.3700941528,18.0
3380.0,73.0184303427,16.0
3400.0,68.4515568453,18.0
3420.0,72.2007231683,15.0
3440.0,71.5146520053,18.0
3460.0,75.3542410972,16.0
3480.0,69.8784114143,16.0
3500.0,70.2177038931,17.0
3520.0,69.9665689719,16.0
3540.0,66.7263005227,18.0
3560.0,69.3875857606,15.0
3580.0,72.2320716618,18.0
3600.0,67.3882642007,16.0
