timestamps(s), speed (mph), count
20.0,70.3455437232,16.0
40.0,69.6788726678,16.0
60.0,65.1300044508,17.0
80.0,71.0418197807,18.0
100.0,69.877139552,15.0
120.0,67.7141618999,16.0
140.0,71.4783550992,17.0
160.0,70.8535978059,16.0
180.0,71.639570332,17.0
200.0,69.0423381783,17.0
220.0,72.6617610326,18.0
240.0,65.4203772772,16.0
260.0,70.3586827006,16.0
280.0,67.8218585653,18.0
300.0,70.5364909097,15.0
320.0,71.2138969557,16.0
340.0,70.6607213201,18.0
360.0,71.466259445,16.0
380.0,72.5029321204,18.0
400.0,69.7934995684,15.0
420.0,67.935614375,18.0
440.0,67.1958500697,16.0
460.0,68.9309788738,16.0
480.0,67.4044637909,17.0
500.0,69.5949180464,16.0
520.0,74.4170517423,18.0
540.0,71.5779737315,16.0
560.0,68.6764377269,18.0
580.0,69.9396244,16.0
600.0,73.0335184949,18.0
620.0,69.6926489783,16.0
640.0,68.7335248918,17.0
660.0,72.5335333554,16.0
680.0,71.4472458352,17.0
700.0,67.3694633787,17.0
720.0,71.9935724927,17.0
740.0,66.9293078943,17.0
760.0,69.6554797595,16.0
780.0,68.4403041552,18.0
800.0,66.9278470459,18.0
820.0,67.4052220216,18.0
840.0,61.9306403947,16.0
860.0,70.1487468263,18.0
880.0,66.9925055073,18.0
900.0,71.1570760951,18.0
920.0,69.1087618484,18.0
940.0,69.9823572595,17.0
960.0,68.3326256622,16.0
980.0,64.1808203612,18.0
1000.0,55.4925628087,15.0
1020.0,60.7309712035,19.0
1040.0,64.2790225061,17.0
1060.0,64.4041911665,16.0
1080.0,67.0822865372,17.0
1100.0,70.8029657293,17.0
1120.0,75.703241397,18.0
1140.0,68.8267123573,18.0
1160.0,66.815234923,16.0
1180.0,71.1276984738,19.0
1200.0,65.2257772064,17.0
1220.0,71.1344436116,16.0
1240.0,70.6180669954,16.0
1260.0,71.2331772704,18.0
1280.0,67.2008691065,16.0
1300.0,68.2853998631,17.0
1320.0,68.662705064,18.0
1340.0,74.0062061575,17.0
1360.0,73.5328482696,17.0
1380.0,65.2571184547,17.0
1400.0,68.0228035399,17.0
1420.0,67.779070616,17.0
1440.0,61.2665407341,16.0
1460.0,65.3120343862,17.0
1480.0,71.2744259938,17.0
1500.0,72.5127245265,17.0
1520.0,69.4788407103,16.0
1540.0,69.8771836,17.0
1560.0,71.1973848027,15.0
1580.0,65.36228449,16.0
1600.0,72.8128648226,17.0
1620.0,74.1597964868,18.0
1640.0,74.1389106968,16.0
1660.0,67.5906304421,17.0
1680.0,71.2382784504,18.0
1700.0,70.6387963789,17.0
1720.0,71.1027942018,18.0
1740.0,67.8465273434,16.0
1760.0,68.6353767952,17.0
1780.0,69.8748084323,16.0
1800.0,73.5812896463,18.0
1820.0,70.4175739654,15.0
1840.0,72.692958094,18.0
1860.0,70.4196555635,16.0
1880.0,72.1524172737,18.0
1900.0,70.8121191444,17.0
1920.0,72.9481602849,16.0
1940.0,74.6996159777,18.0
1960.0,72.2637016892,16.0
1980.0,73.8719789036,17.0
2000.0,73.0858950413,17.0
2020.0,69.81158278,15.0
2040.0,71.4565893303,18.0
2060.0,73.1829597312,16.0
2080.0,72.0584246376,18.0
2100.0,69.7090096186,17.0
2120.0,64.9990445762,17.0
2140.0,66.3330703104,16.0
2160.0,73.0575021136,16.0
2180.0,70.781760412,17.0
2200.0,68.7664815743,17.0
2220.0,66.4313428627,18.0
2240.0,69.30589698,18.0
2260.0,68.9311574631,18.0
2280.0,70.7464690195,17.0
2300.0,63.5582920161,16.0
2320.0,67.1311767833,18.0
2340.0,68.5241754831,17.0
2360.0,66.8460686263,18.0
2380.0,70.8304761364,17.0
2400.0,71.1354148667,17.0
2420.0,68.3176494381,17.0
2440.0,70.4327615519,16.0
2460.0,67.3519430594,18.0
2480.0,69.2059974369,17.0
2500.0,70.2070735604,17.0
2520.0,65.0181241667,17.0
2540.0,68.9809419325,18.0
2560.0,62.4381690793,17.0
2580.0,69.3713022853,18.0
2600.0,72.616757907,17.0
2620.0,67.4292233182,17.0
2640.0,68.943644484,18.0
2660.0,63.7649413008,17.0
2680.0,72.3232225359,18.0
