timestamps(s), speed (mph), count
20.0,68.9973439849,14.0
40.0,70.0194316668,17.0
60.0,72.539958259,17.0
80.0,71.0383718955,15.0
100.0,70.2808505698,18.0
120.0,72.3929256573,16.0
140.0,73.0508751731,18.0
160.0,72.0431530316,16.0
180.0,70.7050506617,18.0
200.0,67.8224471162,15.0
220.0,69.8915876924,18.0
240.0,73.23482955,16.0
260.0,72.1864682846,18.0
280.0,71.2311215019,15.0
300.0,71.3191420214,18.0
320.0,73.2191121453,16.0
340.0,69.4604789931,17.0
360.0,70.5708014681,16.0
380.0,67.9489682005,16.0
400.0,69.7529344078,18.0
420.0,71.0786209817,16.0
440.0,71.8635369298,18.0
460.0,72.8239882576,16.0
480.0,70.7723322456,18.0
500.0,72.6704011153,16.0
520.0,71.0333302511,18.0
540.0,73.2290802446,16.0
560.0,72.4706953482,16.0
580.0,69.8087042704,18.0
600.0,72.3118006164,16.0
620.0,71.48857049,18.0
640.0,72.0789690847,16.0
660.0,68.7473428876,18.0
680.0,70.4742745484,16.0
700.0,71.3787456636,18.0
720.0,70.2935665429,16.0
740.0,70.5261612954,18.0
760.0,70.7035036838,15.0
780.0,68.5480879068,18.0
800.0,71.9886847578,16.0
820.0,71.5655723872,17.0
840.0,71.1187536914,17.0
860.0,69.6839385499,16.0
880.0,71.2630696015,18.0
900.0,66.8916957273,16.0
920.0,70.1427551439,18.0
940.0,72.305009648,15.0
960.0,72.7419064525,18.0
980.0,71.339030691,16.0
1000.0,74.3440131863,16.0
1020.0,72.5913638876,17.0
1040.0,71.8703249356,17.0
1060.0,70.6804469936,16.0
1080.0,70.555843134,16.0
1100.0,69.5282585711,18.0
1120.0,71.2636096413,15.0
1140.0,71.6893307801,18.0
1160.0,69.0599192054,18.0
1180.0,74.5797463184,16.0
1200.0,72.0896441916,18.0
1220.0,70.4516748516,16.0
1240.0,71.6844241358,18.0
1260.0,71.8466051083,16.0
1280.0,67.3037565426,16.0
1300.0,70.7886169344,17.0
1320.0,69.0371800468,16.0
1340.0,74.1943746429,18.0
1360.0,69.4513644178,16.0
1380.0,69.0620101597,18.0
1400.0,69.59575282,16.0
1420.0,71.0287525912,15.0
1440.0,71.986230019,18.0
1460.0,69.448802175,16.0
1480.0,73.9720426962,18.0
1500.0,67.36027748,16.0
1520.0,71.4730973171,18.0
1540.0,67.7906811921,16.0
1560.0,63.3006412373,18.0
1580.0,68.02443475,16.0
1600.0,71.5242752068,16.0
1620.0,69.0164788338,18.0
1640.0,68.8433962794,16.0
1660.0,71.842277414,18.0
1680.0,69.3223376486,16.0
1700.0,70.9162358872,15.0
1720.0,70.4041275025,18.0
1740.0,70.3758085246,16.0
1760.0,70.4386127457,17.0
1780.0,74.6217431068,16.0
1800.0,70.0698897661,17.0
1820.0,71.7483760737,16.0
1840.0,74.7075608987,18.0
1860.0,69.5741277726,16.0
1880.0,68.7787888574,17.0
1900.0,71.6156209979,15.0
1920.0,73.9805103236,18.0
1940.0,68.5275020891,16.0
1960.0,68.2288190694,17.0
1980.0,67.0148177202,16.0
2000.0,70.8834502248,17.0
2020.0,73.0532641463,15.0
2040.0,71.0596696168,18.0
2060.0,74.196232208,16.0
2080.0,70.7976149586,18.0
2100.0,71.877307168,16.0
2120.0,70.8014544875,18.0
2140.0,70.6965730388,16.0
2160.0,70.5556753712,17.0
2180.0,70.2463533619,15.0
2200.0,71.2475371823,18.0
2220.0,72.8306209624,16.0
2240.0,71.435362039,17.0
2260.0,71.7040651543,17.0
2280.0,73.7730046351,17.0
2300.0,67.404836063,16.0
2320.0,65.7564228429,16.0
2340.0,68.4646913911,17.0
2360.0,73.6630329626,16.0
2380.0,69.3115146022,18.0
2400.0,64.0047028214,16.0
2420.0,70.0577681294,16.0
2440.0,72.8470138342,18.0
2460.0,65.2571480783,16.0
2480.0,73.1210673326,18.0
2500.0,68.7051955894,16.0
2520.0,67.3486777196,17.0
2540.0,68.6182382875,16.0
2560.0,68.906528546,18.0
2580.0,72.8182797348,15.0
2600.0,69.7351202969,18.0
2620.0,70.0490262886,16.0
2640.0,75.5974440612,18.0
2660.0,73.0646655082,16.0
2680.0,71.7289417537,18.0
2700.0,70.6096725307,16.0
2720.0,70.1400249459,16.0
2740.0,72.0060014328,18.0
2760.0,71.2691607709,16.0
2780.0,72.710981424,18.0
2800.0,71.7455088772,16.0
